DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
433069,237,2,1,2,"50,3065592886416",abril,este municipio,raponazo,madrugada,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433076,237,5,1,5,"47,453278423559",enero,este municipio,raponazo,tarde,Parque/Deporte,si,no,no,no,no,no,no,no,no,no,no,si,Estación de Policía,policia,obligacion_ciudadana,no,trato inadecuado,,no,2018
433084,237,3,1,3,"41,2177746282224",diciembre,este municipio,atraco,noche,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,si,C.A.I.,policia,obligacion_ciudadana,no,trato inadecuado,,no,2018
433093,237,2,1,2,"44,1218526335177",noviembre,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433105,237,3,1,3,"25,5853361714752",junio,este municipio,raponazo,tarde,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433115,237,2,1,2,"40,0598380326179",diciembre,este municipio,atraco,noche,Residencia propia,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433116,237,1,1,1,"39,1085920022304",agosto,este municipio,atraco,tarde,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,,,,,,falta de pruebas,no,2018
433117,237,3,1,3,"30,6572197685557",diciembre,este municipio,atraco,noche,Trabajo/Estudio,no,si,no,no,no,si,no,no,no,no,si,si,Fiscalía,fiscalia,recuperar bienes,no,requisitos excesivos,,no,2018
433119,237,3,1,3,"42,5829447946928",diciembre,este municipio,atraco,noche,Residencia propia,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433123,237,3,1,3,"53,4056244405351",junio,otro,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,si,si,Estación de Policía,policia,recuperar bienes,no,requisitos excesivos,,no,2018
433128,237,7,1,7,"33,5517506638045",septiembre,este municipio,raponazo,mañana,Mercado/Comercio,si,si,si,no,no,no,no,no,no,no,no,no,,,,,,falta de pruebas,no,2018
433135,237,3,1,3,"33,8740989412316",junio,este municipio,atraco,madrugada,Trabajo/Estudio,si,si,no,no,no,si,no,no,no,no,no,si,Fiscalía,fiscalia,recuperar bienes,si,,,no,2018
433136,237,2,1,2,"41,4250081990883",diciembre,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,si,si,Estación de Policía,policia,recuperar bienes,no,requisitos excesivos,,no,2018
433145,237,1,1,1,"46,8746207195193",junio,este municipio,cosquilleo,tarde,Mercado/Comercio,si,no,no,no,no,,,,,,no,no,,,,,,falta de pruebas,no,2018
433161,237,3,1,3,"52,085567811626",mayo,este municipio,atraco,noche,Residencia ajena,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433216,237,3,1,3,"53,5736785102382",noviembre,este municipio,atraco,mañana,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433224,237,1,1,1,"40,2335757049724",noviembre,este municipio,atraco,madrugada,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
433227,237,2,1,2,"77,3893357322951",septiembre,este municipio,raponazo,mañana,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433229,237,1,1,1,"97,5196512484723",octubre,otro,atraco,mañana,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433231,237,1,1,1,"85,5133649340947",febrero,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,Fiscalía,fiscalia,justicia,no,espera excesiva,,no,2018
433249,237,3,1,3,"44,1218526335177",julio,este municipio,atraco,noche,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433252,237,2,1,2,"72,5053952049913",julio,este municipio,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
433317,237,1,1,1,"1160,89282450181",febrero,este municipio,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,trámites engorrosos,no,2018
433325,237,2,1,2,"59,5417754643648",marzo,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,si,no,,,,,,trámites engorrosos,no,2018
433329,237,1,1,1,"74,1094836944938",diciembre,este municipio,cosquilleo,tarde,Entretenimiento,si,no,no,no,no,,,,,,no,no,,,,,,implicación de conocidos,si,2018
433334,237,2,1,2,"69,5835456349478",junio,este municipio,fleteo,mañana,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433337,237,2,1,2,"69,5835456349478",junio,este municipio,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,si,C.A.I.,policia,evitar ocurrencia,si,,,no,2018
433347,237,1,1,1,"62,8362463937654",noviembre,este municipio,atraco,tarde,Calle/Avenida,no,no,si,no,si,si,no,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,si,,,no,2018
433350,237,2,1,2,"67,0832272539059",enero,este municipio,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
433351,237,6,1,6,"80,7284811435087",octubre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,si,no,,,,,,desconfianza en la justicia,no,2018
433357,237,1,1,1,"99,0072316399247",diciembre,este municipio,descuido,tarde,Calle/Avenida,no,no,no,si,no,no,no,no,no,no,no,no,,,,,,falta de pruebas,no,2018
433380,237,1,1,1,"111,685914294766",febrero,este municipio,atraco,mañana,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,si,,,no,2018
433381,237,2,1,2,"74,8665363234883",noviembre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433383,237,1,1,1,"94,5025814440742",marzo,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433388,237,1,1,1,"85,9955972364227",octubre,este municipio,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
433388,237,2,1,2,"85,9955972364227",abril,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,miedo a represalias,no,2018
433395,237,1,1,1,"94,3192441093157",septiembre,este municipio,descuido,tarde,Trabajo/Estudio,no,no,no,no,si,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
433395,237,2,1,2,"94,3192441093157",abril,este municipio,descuido,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433398,237,3,1,3,"99,5270599574376",febrero,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desconocimiento del proceso,no,2018
433408,237,1,1,1,"83,2856561912395",marzo,este municipio,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
433416,237,2,1,2,"58,4739092541217",marzo,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,si,no,si,no,,,,,,consideró innecesario,no,2018
433423,237,4,1,4,"83,7130263206381",febrero,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433431,237,3,1,3,"51,3469801477156",octubre,este municipio,atraco,noche,Calle/Avenida,no,si,si,no,no,no,si,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,no,trato inadecuado,,no,2018
433439,237,2,1,2,"69,7955498195006",junio,este municipio,raponazo,mañana,Transporte público,si,no,no,no,no,no,no,no,si,no,no,no,,,,,,falta de pruebas,no,2018
433444,237,2,1,2,"334,55781772602",septiembre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433445,237,3,1,3,"313,202090551082",septiembre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,miedo a represalias,no,2018
433450,237,1,1,1,"308,025283309432",agosto,este municipio,cosquilleo,noche,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
433495,237,1,1,1,"338,307092793164",diciembre,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,no,,,,,,consideró innecesario,no,2018
433514,237,3,1,3,"317,103169563485",diciembre,este municipio,raponazo,noche,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,obligacion_ciudadana,,,,no,2018
433528,237,4,1,4,"625,112137663704",octubre,este municipio,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433533,237,1,1,1,"133,503939019658",marzo,este municipio,descuido,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,si,,,no,2018
433539,237,1,1,1,"110,062447955394",diciembre,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433540,237,3,1,3,"115,078777053709",septiembre,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,si,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433543,237,1,1,1,"133,647736191999",mayo,este municipio,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433543,237,4,1,4,"133,647736191999",junio,este municipio,atraco,tarde,Parque/Deporte,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433548,237,1,1,1,"105,095830445143",junio,este municipio,descuido,mañana,Trabajo/Estudio,no,no,no,si,no,no,no,no,si,no,no,no,,,,,,desconfianza en la justicia,no,2018
433553,237,1,1,1,"116,927387216633",abril,este municipio,atraco,noche,Calle/Avenida,no,si,si,no,no,no,si,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
433553,237,2,1,2,"116,927387216633",abril,este municipio,atraco,noche,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
433554,237,2,1,2,"132,918680338986",septiembre,este municipio,descuido,noche,Calle/Avenida,si,si,si,si,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433554,237,3,1,3,"132,918680338986",diciembre,este municipio,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433556,237,1,1,1,"2228,71162052956",abril,este municipio,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
433559,237,3,1,3,"1156,91376643261",diciembre,este municipio,atraco,noche,Transporte público,si,no,no,no,no,no,si,no,si,no,no,no,,,,,,falta de pruebas,no,2018
433561,237,3,1,3,"1110,5870215286",abril,este municipio,cosquilleo,noche,Transporte público,si,si,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
433562,237,2,1,2,"874,11889364709",noviembre,este municipio,raponazo,noche,Transporte público,si,no,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,,,,no,2018
433572,237,1,1,1,"1027,44150091145",noviembre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433573,237,2,1,2,"736,688511987525",agosto,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433577,237,4,1,4,"1138,51319239232",octubre,este municipio,atraco,noche,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,,,,no,2018
433578,237,2,1,2,"1171,33767618131",enero,este municipio,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
433583,237,2,1,2,"1123,12158624508",junio,este municipio,atraco,tarde,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,si,C.A.I.,policia,recuperar bienes,no,requisitos excesivos,,no,2018
433586,237,1,1,1,"1373,86120690292",diciembre,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433590,237,1,1,1,"953,734992841478",marzo,este municipio,atraco,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433594,237,1,1,1,"938,855026407673",julio,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433599,237,1,1,1,"1134,74440365614",septiembre,este municipio,atraco,tarde,Trabajo/Estudio,si,si,si,no,no,no,si,no,no,no,no,si,C.A.I.,policia,justicia,no,info imprecisa,,no,2018
433603,237,2,1,2,"773,281784512697",noviembre,este municipio,cosquilleo,madrugada,Calle/Avenida,si,no,no,no,no,,,,,,no,no,,,,,,trámites engorrosos,no,2018
433603,237,4,1,4,"773,281784512697",noviembre,este municipio,atraco,tarde,Entretenimiento,si,no,no,no,no,no,si,no,si,no,no,no,,,,,,consideró innecesario,no,2018
433606,237,1,1,1,"1189,39270103868",diciembre,este municipio,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,si,no,no,no,,,,,,desconfianza en la justicia,no,2018
433606,237,2,1,2,"1189,39270103868",marzo,este municipio,atraco,tarde,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,,,,no,2018
433607,237,3,1,3,"1305,14601607314",septiembre,este municipio,raponazo,tarde,Transporte público,si,no,no,no,no,no,si,no,si,no,no,si,denuncias en línea,policia,evitar ocurrencia,,,,no,2018
433608,237,2,1,2,"1108,89962252321",julio,este municipio,raponazo,mañana,Transporte público,si,no,no,no,no,no,no,no,si,no,no,no,,,,,,desconocimiento del proceso,no,2018
433608,237,3,1,3,"1108,89962252321",abril,este municipio,atraco,madrugada,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
433613,237,2,1,2,"1215,89548488356",junio,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433623,237,2,1,2,"986,869170317078",octubre,este municipio,cosquilleo,noche,Transporte público,si,no,no,no,no,,,,,,si,si,Estación de Policía,policia,obligacion_ciudadana,si,,,no,2018
433628,237,2,1,2,"870,139835577891",agosto,este municipio,cosquilleo,noche,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
433628,237,3,1,3,"870,139835577891",octubre,este municipio,atraco,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433634,237,4,1,4,"925,142495959634",julio,este municipio,cosquilleo,noche,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,desconocimiento del proceso,no,2018
433642,237,3,1,3,"991,968341757189",septiembre,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,si,no,no,si,C.A.I.,policia,recuperar bienes,si,,,no,2018
433644,237,1,1,1,"1053,07601271136",junio,este municipio,cosquilleo,tarde,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
433644,237,2,1,2,"1053,07601271136",agosto,este municipio,descuido,,Residencia ajena,no,no,si,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433645,237,3,1,3,"957,047724892549",octubre,este municipio,atraco,tarde,Calle/Avenida,si,si,si,si,no,no,si,no,no,no,si,si,Estación de Policía,policia,evitar ocurrencia,si,,,no,2018
433646,237,1,1,1,"910,712166172261",enero,este municipio,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
433650,237,3,1,3,"927,434155023439",octubre,este municipio,atraco,noche,Calle/Avenida,si,si,si,no,no,no,si,no,si,no,no,si,Estación de Policía,policia,justicia,si,,,si,2018
433657,237,1,1,1,"1305,14601607314",octubre,este municipio,atraco,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,si,si,denuncias en línea,policia,recuperar bienes,,,,no,2018
433657,237,2,1,2,"1305,14601607314",mayo,este municipio,cosquilleo,madrugada,Calle/Avenida,si,no,no,no,no,,,,,,si,si,denuncias en línea,policia,justicia,,,,no,2018
433661,237,3,1,3,"1097,27680511214",junio,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433662,237,1,1,1,"833,236869366114",febrero,este municipio,atraco,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,,,,no,2018
433679,237,2,1,2,"33,7964472433634",marzo,otro,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,trámites engorrosos,no,2018
433688,237,1,1,1,"123,100405900974",agosto,este municipio,cosquilleo,noche,Parque/Deporte,si,no,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
433711,237,2,1,2,"58,6564226139571",mayo,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
433723,237,1,1,1,"57,8768860311877",enero,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433724,237,2,1,2,"69,437191569163",marzo,otro,raponazo,noche,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433725,237,3,1,3,"64,6111423147893",marzo,este municipio,cosquilleo,noche,Calle/Avenida,si,no,no,no,no,,,,,,no,si,Fiscalía,fiscalia,recuperar bienes,si,,,si,2018
433729,237,4,1,4,"55,7974102045196",septiembre,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433730,237,1,1,1,"72,0423556057335",julio,este municipio,atraco,mañana,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433730,237,2,1,2,"72,0423556057335",octubre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433730,237,3,1,3,"72,0423556057335",marzo,este municipio,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,Estación de Policía,policia,justicia,si,,,no,2018
433733,237,5,1,5,"62,3483977265402",septiembre,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433740,237,2,1,2,"67,2620737845284",septiembre,este municipio,atraco,tarde,Parque/Deporte,no,no,si,no,no,no,si,no,no,no,no,si,C.A.I.,policia,recuperar bienes,si,,,no,2018
433741,237,2,1,2,"68,5139795331818",diciembre,este municipio,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433747,237,1,1,1,"58,2139119218117",octubre,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,fiscalia,obligacion_ciudadana,,,,no,2018
433751,237,1,1,1,"67,3817324901175",agosto,este municipio,cosquilleo,mañana,Calle/Avenida,no,si,no,no,no,,,,,,no,no,,,,,,falta de pruebas,no,2018
433757,237,1,1,1,"59,5417754643648",diciembre,este municipio,atraco,tarde,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,si,no,,,,,,desconfianza en la justicia,no,2018
433777,237,1,1,1,"54,5428153645593",octubre,este municipio,engaño,tarde,Calle/Avenida,no,no,si,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433781,237,1,1,1,"55,2235717970702",octubre,este municipio,descuido,mañana,Vehículo,no,no,si,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433781,237,3,1,3,"55,2235717970702",julio,otro,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,si,no,,,,,,desconfianza en la justicia,no,2018
433784,237,3,1,3,"48,4381545226027",abril,este municipio,atraco,mañana,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,si,Estación de Policía,policia,justicia,no,espera excesiva,,si,2018
433832,237,1,1,1,"97,5029305013299",febrero,este municipio,atraco,tarde,Otro lugar,si,si,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433833,237,2,1,2,"62,1908448718025",diciembre,este municipio,atraco,noche,Residencia propia,si,no,no,no,no,si,no,no,no,no,si,si,C.A.I.,policia,requisito para tramite,si,,,no,2018
433833,237,3,1,3,"62,1908448718025",agosto,este municipio,raponazo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,si,2018
433837,237,2,1,2,"107,890068341363",septiembre,este municipio,atraco,mañana,Trabajo/Estudio,si,no,no,no,no,si,no,no,no,no,si,si,Estación de Policía,policia,obligacion_ciudadana,si,,,no,2018
433854,237,1,1,1,"119,203520848039",noviembre,este municipio,atraco,mañana,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433854,237,2,1,2,"119,203520848039",octubre,otro,paseo millonario,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,si,Estación de Policía,policia,requisito para tramite,si,,,no,2018
433854,237,5,1,5,"119,203520848039",febrero,este municipio,atraco,mañana,Calle/Avenida,si,no,si,no,no,no,si,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,si,,,si,2018
433854,237,6,1,6,"119,203520848039",agosto,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433855,237,3,1,3,"49,8292393699951",febrero,este municipio,atraco,mañana,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,,,,,,implicación de conocidos,si,2018
433861,237,2,1,2,"39,9746665958518",agosto,este municipio,atraco,tarde,Calle/Avenida,si,no,si,no,no,no,si,no,si,no,no,no,,,,,,desconfianza en la justicia,no,2018
433868,237,2,1,2,"38,3130622788023",julio,este municipio,atraco,mañana,Calle/Avenida,si,si,si,si,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433870,237,2,1,2,"54,2788231056239",noviembre,este municipio,raponazo,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,si,C.A.I.,policia,justicia,no,trato inadecuado,,no,2018
433871,237,1,1,1,"53,6935852181475",octubre,este municipio,descuido,noche,Calle/Avenida,no,si,si,si,no,no,no,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,si,,,no,2018
433873,237,1,1,1,"42,5754409088056",mayo,este municipio,descuido,tarde,Residencia propia,no,si,si,no,no,no,no,no,no,no,no,no,,,,,,falta de pruebas,no,2018
433877,237,3,1,3,"46,9816617827951",junio,este municipio,raponazo,tarde,Trabajo/Estudio,no,si,si,si,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433878,237,2,1,2,"33,8238813851665",abril,este municipio,engaño,mañana,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,si,Fiscalía,policia,recuperar bienes,si,,,no,2018
433878,237,3,1,3,"33,8238813851665",abril,este municipio,engaño,mañana,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,si,Fiscalía,policia,recuperar bienes,si,,,no,2018
433879,237,1,1,1,"45,7227546361414",septiembre,este municipio,atraco,madrugada,Residencia ajena,no,no,si,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433879,237,2,1,2,"45,7227546361414",junio,este municipio,raponazo,tarde,Calle/Avenida,no,si,si,no,no,no,no,no,no,no,no,si,C.A.I.,policia,requisito para tramite,si,,,no,2018
433880,237,1,1,1,"50,6777291340713",febrero,este municipio,cosquilleo,noche,Calle/Avenida,si,no,no,no,no,,,,,,no,si,C.A.I.,policia,recuperar bienes,si,,,no,2018
433882,237,1,1,1,"83,5211747841014",marzo,este municipio,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,si,no,si,si,C.A.I.,policia,recuperar bienes,no,espera excesiva,,no,2018
433887,237,1,1,1,"39,1939376542189",diciembre,este municipio,raponazo,noche,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433893,237,3,1,3,"40,2874422256911",agosto,este municipio,cosquilleo,tarde,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
433894,237,4,1,4,"58,7287936018891",noviembre,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433895,237,1,1,1,"49,9851332661447",diciembre,este municipio,cosquilleo,noche,Calle/Avenida,si,no,si,no,no,,,,,,no,si,denuncias en línea,policia,requisito para tramite,,,,no,2018
433897,237,1,1,1,"60,3976094656053",diciembre,este municipio,atraco,noche,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,,,,,,miedo a represalias,no,2018
433897,237,3,1,3,"60,3976094656053",octubre,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433900,237,3,1,3,"47,8697487048783",junio,este municipio,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433906,237,2,1,2,"45,8301126165916",agosto,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,falta de pruebas,no,2018
433907,237,1,1,1,"41,7947119671727",junio,este municipio,atraco,tarde,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433908,237,1,1,1,"46,0670171924083",junio,este municipio,raponazo,mañana,Parque/Deporte,no,no,si,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
433914,237,1,1,1,"45,7227546361414",diciembre,este municipio,descuido,tarde,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,falta de pruebas,no,2018
433917,237,1,1,1,"57,4698864552354",junio,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
433917,237,3,1,3,"57,4698864552354",diciembre,este municipio,atraco,noche,Trabajo/Estudio,si,si,no,no,no,no,si,no,no,no,no,no,,,,,,falta de pruebas,no,2018
433922,237,3,1,3,"45,168827958141",diciembre,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
