DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
404822,237,1,1,1,"381,893935641086",11,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
404825,237,2,1,2,"304,654149435601",11,1,4,3,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404826,237,2,1,2,"304,459209234383",12,1,7,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404846,237,3,1,3,"40,5503925455352",12,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,1,3.0,1.0,4.0,2.0,2.0,,2,2018
404846,237,8,1,8,"40,5503925455352",11,1,3,3,5,1,2,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,5.0,2,2018
404847,237,3,1,3,"32,7261303413499",11,1,1,2,2,2,1,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
404847,237,4,1,4,"32,7261303413499",12,1,1,4,5,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
404852,237,2,1,2,"47,8697487048783",6,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
404853,237,3,1,3,"43,2732098307923",9,1,4,4,2,2,2,1,2,2,2.0,1.0,1.0,1.0,2.0,2,2,,,,,,5.0,2,2018
404859,237,1,1,1,"62,437245553892",12,1,4,3,9,2,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2018
404859,237,2,1,2,"62,437245553892",3,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2,2018
404859,237,3,1,3,"62,437245553892",8,1,4,3,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,1.0,5.0,,,,2,2018
404862,237,2,1,2,"39,7336912646424",10,1,1,2,3,2,1,2,2,2,,,,,,2,2,,,,,,2.0,2,2018
404863,237,3,1,3,"57,9266800460126",3,1,7,4,6,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404864,237,3,1,3,"40,352698367089",8,1,3,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
404866,237,2,1,2,"43,6831185478547",9,1,7,2,11,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
404867,237,4,1,4,"44,9206410802649",11,1,7,4,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
404871,237,2,1,2,"63,8032123830013",7,1,7,4,7,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404872,237,2,1,2,"48,6504776465113",2,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,7.0,2,2018
404874,237,2,1,2,"63,2179744955249",5,1,1,2,2,1,2,2,2,2,,,,,,2,1,4.0,1.0,4.0,,,,2,2018
404875,237,1,1,1,"49,4625177976202",6,1,3,4,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404875,237,2,1,2,"49,4625177976202",9,1,4,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,5.0,2,2018
404875,237,3,1,3,"49,4625177976202",10,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,1.0,3.0,1.0,,,2,2018
404878,237,3,1,3,"41,4603760061381",8,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,2.0,3.0,,,,2,2018
404878,237,4,1,4,"41,4603760061381",8,2,4,3,2,1,2,1,2,2,1.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,2.0,1.0,,2,2018
404882,237,1,1,1,"66,0259549247179",10,1,4,1,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,3.0,1.0,,,2,2018
404884,237,2,1,2,"41,4603760061381",12,1,4,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
404884,237,4,1,4,"41,4603760061381",9,1,4,4,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,4.0,1.0,,,1,2018
404887,237,1,1,1,"70,5874705162707",2,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2,2018
404887,237,2,1,2,"70,5874705162707",8,1,4,3,2,1,1,2,2,2,1.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,1.0,2.0,2.0,,2,2018
404887,237,2,2,2,"70,5874705162707",8,1,3,2,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404890,237,2,1,2,"42,0143026841385",11,1,4,2,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,1.0,1.0,4.0,2.0,1.0,,2,2018
404890,237,3,1,3,"42,0143026841385",3,1,1,3,5,1,1,2,2,2,,,,,,2,2,,,,,,6.0,2,2018
404894,237,1,1,1,"66,5433435271092",6,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404897,237,2,1,2,"59,5095225435221",10,1,3,4,2,2,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,5.0,2,2018
404899,237,2,1,2,"63,2179744955249",11,1,3,3,2,1,1,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
404902,237,1,1,1,"48,5307350653343",12,1,3,4,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2,2018
404906,237,1,1,1,"42,5754409088056",12,1,7,3,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,5.0,2,2018
404909,237,2,1,2,"34,0506836487991",2,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
404910,237,2,1,2,"45,8301126165916",10,1,4,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404915,237,1,1,1,"44,9420256945084",3,1,1,2,2,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
404915,237,3,1,3,"44,9420256945084",12,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,1.0,2.0,2,1,4.0,1.0,1.0,,,,2,2018
404916,237,2,1,2,"59,5095225435221",5,1,3,4,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2018
404918,237,2,1,2,"49,4312065881442",12,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
404921,237,1,1,1,"41,7733273529291",5,1,2,4,7,2,1,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
404922,237,3,1,3,"45,8087280023481",3,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
404923,237,2,1,2,"54,1394662744697",10,1,4,1,2,1,1,1,1,2,2.0,1.0,2.0,2.0,2.0,2,1,5.0,1.0,1.0,,,,2,2018
404924,237,2,1,2,"46,6108415582246",7,1,1,4,2,1,2,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
404925,237,1,1,1,"71,256654362616",3,1,4,4,2,2,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404930,237,1,1,1,"46,8691307482848",8,1,3,2,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
404930,237,2,1,2,"46,8691307482848",11,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404933,237,3,1,3,"39,5067132840581",1,1,1,3,11,1,1,1,2,2,,,,,,2,1,3.0,1.0,2.0,1.0,,,2,2018
404934,237,1,1,1,"50,8732201882279",12,1,4,4,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,3.0,2,2018
404935,237,1,1,1,"42,5754409088056",6,1,3,4,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,1,1,1.0,2.0,2.0,1.0,,,2,2018
404936,237,2,1,2,"39,7336912646424",3,1,4,4,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,1,2.0,2.0,1.0,1.0,,,2,2018
404937,237,1,1,1,"42,5754409088056",8,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,1,1,4.0,1.0,1.0,,,,2,2018
404942,237,1,1,1,"54,2788231056239",7,1,9,2,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404942,237,2,1,2,"54,2788231056239",7,1,9,2,7,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404942,237,3,1,3,"54,2788231056239",8,1,4,4,2,1,2,2,2,2,2.0,2.0,1.0,1.0,2.0,2,2,,,,,,5.0,2,2018
404944,237,1,1,1,"66,8926572325575",5,1,3,2,3,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
404946,237,1,1,1,"46,0670171924083",6,1,7,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
404946,237,3,1,3,"46,0670171924083",10,1,3,3,2,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
404946,237,4,1,4,"46,0670171924083",3,1,1,3,2,1,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
404948,237,1,1,1,"49,4312065881442",11,1,4,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
404949,237,2,1,2,"49,462693514572",5,1,3,2,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
404951,237,2,1,2,"63,7719011735253",11,1,7,3,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2018
404953,237,2,1,2,"63,7719011735253",9,1,7,3,11,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2018
404955,237,1,1,1,"47,8697487048783",9,1,1,4,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
404956,237,2,2,2,"60,3577107508425",11,1,3,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,1.0,2.0,1.0,,2,2018
404957,237,2,1,2,"49,4312065881442",4,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2018
404967,237,1,1,1,"255,704813824242",5,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
404969,237,1,1,1,"367,079151490211",11,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,4.0,2.0,2.0,,2,2018
404969,237,2,1,2,"367,079151490211",8,1,1,2,5,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2,2018
404990,237,2,1,2,"196,185381887766",12,1,1,2,2,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2,2018
404993,237,2,1,2,"310,977399266038",12,1,7,3,11,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
404995,237,1,1,1,"51,1412869329293",7,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,3.0,1.0,5.0,2.0,4.0,,2,2018
404999,237,3,1,3,"55,8271179189511",10,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,6.0,1.0,,,2,2018
405004,237,2,1,2,"53,7114308517243",10,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
405013,237,11,1,11,"79,0302973993045",3,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
405021,237,1,1,1,"50,4486310408865",4,1,2,2,2,1,1,1,2,2,2.0,2.0,2.0,2.0,1.0,1,1,2.0,2.0,2.0,1.0,,,2,2018
405022,237,5,1,5,"47,8079553111213",2,1,7,2,1,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2018
405024,237,1,1,1,"52,7458325787853",1,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,9.0,2,2018
405025,237,1,1,1,"72,2247493291499",12,1,8,9,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,1.0,,,1,2018
405028,237,4,1,4,"61,1677602391753",5,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2018
405028,237,1,1,1,"61,1677602391753",1,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,1.0,,,2,2018
405031,237,2,1,2,"48,9990070900295",7,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,4.0,1.0,,,1,2018
405032,237,5,1,5,"40,6748548777266",1,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,4.0,,2,2018
405057,237,2,1,2,"61,0486663818991",10,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,5.0,2,2018
405061,237,3,1,3,"61,6259583377153",8,1,7,4,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405064,237,2,1,2,"75,0652993642731",5,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405097,237,1,1,1,"51,9112342576555",11,1,3,2,2,2,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,5.0,2,2018
405097,237,3,1,3,"51,9112342576555",11,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,5.0,2,2018
405099,237,4,1,4,"43,0845658235639",8,1,1,9,1,1,2,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
405102,237,2,1,2,"61,7610078936141",6,1,2,3,3,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405105,237,1,1,1,"102,345311971007",12,1,4,1,2,1,1,2,2,1,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
405105,237,2,1,2,"102,345311971007",11,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,5.0,2,2018
405105,237,3,1,3,"102,345311971007",11,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405108,237,3,1,3,"75,4092556472105",11,1,1,4,5,1,2,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
405118,237,1,1,1,"65,4013406293944",7,1,7,3,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405121,237,1,1,1,"94,0216650981138",6,1,9,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,1.0,2,2,,,,,,5.0,2,2018
405126,237,3,1,3,"66,3701859976161",8,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,2.0,5.0,,,,2,2018
405126,237,4,1,4,"66,3701859976161",7,1,4,1,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,2.0,5.0,,2,2018
405127,237,2,1,2,"61,7610078936141",10,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,7.0,2.0,1.0,,2,2018
405129,237,2,1,2,"92,2392130718764",4,1,4,1,1,1,1,2,2,1,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,1.0,1.0,,,2,2018
405134,237,3,1,3,"76,2199596335748",6,1,4,4,10,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
405144,237,3,1,3,"70,7259608384098",7,1,4,1,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405145,237,1,1,1,"83,2856561912395",9,1,3,4,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,1,1,1.0,1.0,5.0,2.0,1.0,,2,2018
405149,237,2,1,2,"63,0104587452237",7,1,7,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,1.0,5.0,,,,2,2018
405153,237,6,1,6,"84,3400336567307",11,1,4,1,2,1,2,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
405162,237,1,1,1,"61,2280067189863",5,1,3,2,11,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405164,237,1,1,1,"78,7491067001375",6,1,1,4,6,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
405170,237,2,1,2,"65,4868727266638",6,1,7,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405173,237,1,1,1,"71,5780018457379",12,1,1,2,5,1,1,1,2,2,,,,,,2,2,,,,,,5.0,2,2018
405175,237,1,1,1,"79,9016487186311",5,1,1,9,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
405175,237,4,1,4,"79,9016487186311",10,1,3,3,2,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405176,237,2,1,2,"78,9328033504093",7,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,3.0,1.0,4.0,1.0,,,1,2018
405177,237,3,1,3,"101,511829113526",12,1,1,4,8,1,1,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
405178,237,1,1,1,"78,9328033504093",12,1,9,4,2,2,2,1,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405190,237,2,1,2,"77,1503513241719",10,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,2.0,2.0,,,,2,2018
405197,237,1,1,1,"63,7457770497024",5,1,4,2,1,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,1,2018
405199,237,1,1,1,"92,2392130718764",10,1,4,4,2,1,1,1,2,1,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,1.0,,,1,2018
405199,237,2,1,2,"92,2392130718764",11,1,3,4,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405200,237,1,1,1,"68,1967944435349",7,2,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405221,237,2,1,2,"69,1685618117201",6,1,7,3,1,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,5.0,2,2018
405221,237,3,1,3,"69,1685618117201",8,1,7,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,2.0,2.0,1.0,,,2,2018
405227,237,1,1,1,"89,6245339080443",6,1,3,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,2.0,1.0,,,1,2018
405252,237,1,1,1,"78,9533484373018",7,1,7,4,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,1.0,6.0,,,,2,2018
405253,237,1,1,1,"59,5003388566582",5,1,7,3,11,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,6.0,1.0,,,2,2018
405255,237,1,1,1,"47,2765060259692",2,1,4,4,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2018
405267,237,2,1,2,"61,5363978406308",11,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405271,237,1,1,1,"41,242638172881",6,1,2,3,2,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405271,237,2,1,2,"41,242638172881",11,1,1,3,11,1,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
405271,237,3,1,3,"41,242638172881",2,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405289,237,2,1,2,"45,7619265936759",6,1,1,3,11,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
405289,237,4,1,4,"45,7619265936759",11,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,6.0,1.0,,,2,2018
405293,237,1,1,1,"46,6076095536463",3,1,7,4,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405297,237,1,1,1,"59,7463938489958",9,1,4,2,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,4.0,2.0,3.0,,2,2018
405300,237,2,1,2,"72,2571173289743",1,1,1,3,2,1,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
405302,237,1,1,1,"47,2765060259692",1,1,3,1,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,3.0,1.0,2.0,1.0,,,2,2018
405306,237,1,1,1,"36,0336559712024",12,1,1,4,2,2,1,1,2,2,,,,,,2,2,,,,,,7.0,2,2018
405306,237,4,1,4,"36,0336559712024",6,1,2,2,3,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405311,237,2,1,2,"44,3862995448584",10,1,1,3,6,1,1,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
405311,237,3,1,3,"44,3862995448584",2,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,3.0,1,2018
405318,237,1,1,1,"66,892145948209",8,1,1,3,2,1,2,2,2,2,,,,,,2,1,5.0,2.0,2.0,,,,2,2018
405318,237,2,1,2,"66,892145948209",2,1,1,4,2,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
405318,237,3,1,3,"66,892145948209",10,1,7,3,7,1,2,1,2,2,1.0,2.0,2.0,2.0,1.0,1,1,5.0,2.0,2.0,,,,2,2018
405322,237,2,1,2,"50,7922779499185",8,1,4,3,2,1,1,2,2,2,1.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
405327,237,2,1,2,"59,077497376673",12,1,3,1,2,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405328,237,1,1,1,"59,5003388566582",11,1,2,3,6,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,3.0,1.0,,,2,2018
405344,237,2,1,2,"54,5374116473172",1,1,1,3,2,1,2,2,2,2,,,,,,2,1,5.0,1.0,1.0,,,,2,2018
405345,237,2,1,2,"42,0675238242905",4,1,6,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,9.0,2,2018
405351,237,2,1,2,"54,5374116473172",6,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
405356,237,2,1,2,"56,4241016315824",6,1,7,2,7,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,2.0,1.0,,,2,2018
405371,237,3,1,3,"71,1703122495305",1,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,3.0,1.0,,,2,2018
405383,237,1,1,1,"66,5893908632228",8,2,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2018
405389,237,1,1,1,"46,6076095536463",6,1,4,2,2,2,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405392,237,1,1,1,"59,7463938489958",12,1,4,4,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405405,237,1,1,1,"59,7463938489958",11,2,7,3,7,1,2,1,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405408,237,1,1,1,"59,7463938489958",9,2,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,3.0,1.0,1.0,1.0,,,2,2018
405410,237,1,1,1,"36,27971096354",10,1,4,4,2,1,1,1,2,2,1.0,1.0,2.0,2.0,2.0,1,1,2.0,2.0,3.0,1.0,,,2,2018
405412,237,2,1,2,"54,5374116473172",11,1,3,3,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405413,237,3,1,3,"57,9698949886682",1,1,4,2,2,2,1,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,5.0,2,2018
405415,237,1,1,1,"59,7463938489958",5,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,2.0,1.0,,,2,2018
405419,237,1,1,1,"51,2151194299038",10,1,7,1,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2,2018
405424,237,1,1,1,"1147,43492303225",9,1,2,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,1.0,2,2,,,,,,5.0,2,2018
405427,237,1,1,1,"583,552834003899",7,1,3,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405427,237,2,1,2,"583,552834003899",11,1,7,1,8,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
405439,237,1,1,1,"38,6946678661475",3,1,7,1,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405439,237,2,1,2,"38,6946678661475",3,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,2.0,2,2018
405442,237,3,1,3,"50,8215206138579",8,1,7,3,4,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405455,237,1,1,1,"47,2209177854112",9,1,7,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405475,237,1,1,1,"39,257202607303",11,1,1,3,2,2,1,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
405484,237,2,1,2,"53,0593273746432",9,1,4,4,5,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,3.0,2,2018
405484,237,4,1,4,"53,0593273746432",11,1,4,3,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405493,237,3,1,3,"30,8309574409103",8,1,3,2,2,2,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,1.0,2,2018
405497,237,3,1,3,"32,3351911024067",10,1,4,4,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
405507,237,2,1,2,"42,5829447946928",7,1,4,2,7,1,1,2,2,2,1.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
