DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
438408,237,3,1,3,"44,2200420991321",5,1,4,4,2,2,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438412,237,2,1,2,"71,3237399876491",1,1,1,3,1,1,2,2,2,2,,,,,,2,1,2.0,2.0,1.0,2.0,1.0,,2,2018
438416,237,2,1,2,"74,5368408551227",6,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,4.0,1,2018
438426,237,3,1,3,"62,228739020951",6,1,4,1,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,4.0,1.0,1.0,,,,1,2018
438430,237,2,1,2,"67,3817324901175",1,1,2,2,11,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438445,237,1,1,1,"56,0512585773866",12,1,1,2,5,1,2,2,2,2,,,,,,2,1,1.0,1.0,1.0,1.0,,,2,2018
438457,237,1,1,1,"91,2082968363587",3,1,4,4,1,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,1.0,,,2,2018
438460,237,2,1,2,"90,0611630933552",2,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438462,237,3,1,3,"92,2916689719559",8,1,7,9,1,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438462,237,4,1,4,"92,2916689719559",2,1,3,3,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,1.0,6.0,,,,2,2018
438464,237,1,1,1,"82,6397169601518",12,1,7,2,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438464,237,2,1,2,"82,6397169601518",8,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438466,237,1,1,1,"69,7346621355043",10,1,4,4,2,2,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438473,237,2,1,2,"94,188324618843",6,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438484,237,2,1,2,"91,5857855067214",7,2,4,3,7,2,2,2,1,2,1.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,2.0,1.0,,,1,2018
438491,237,2,1,2,"74,0249639856668",11,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438493,237,7,1,7,"91,5367920806403",7,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438496,237,1,1,1,"75,5006906295563",3,1,4,1,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438511,237,1,1,1,"76,3450832951807",10,1,7,4,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438513,237,2,1,2,"69,5835456349478",10,1,3,4,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2,2018
438519,237,2,1,2,"81,9451511367552",2,1,3,2,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438520,237,2,1,2,"91,6736701621463",6,1,4,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,1.0,,,2,2018
438520,237,3,1,3,"91,6736701621463",11,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438536,237,2,1,2,"75,5639224746878",9,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,4.0,1.0,,,2,2018
438543,237,1,1,1,"68,95479097334",5,1,5,2,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,3.0,1.0,,,2,2018
438545,237,3,1,3,"88,5854364494657",2,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438551,237,1,1,1,"67,012572220687",2,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438551,237,2,1,2,"67,012572220687",12,1,3,2,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438554,237,1,1,1,"72,2179217696928",7,2,1,3,3,1,2,2,2,2,,,,,,2,1,1.0,1.0,1.0,1.0,,,2,2018
438558,237,1,1,1,"84,4467591761258",1,2,4,2,5,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,6.0,1.0,,,2,2018
438560,237,2,1,2,"79,3264007359937",3,1,4,2,5,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,2.0,3.0,,2,2018
438567,237,1,1,1,"60,0074327684419",3,1,3,2,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438570,237,2,1,2,"79,6895533307015",7,1,4,4,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438572,237,1,1,1,"65,1421272842288",11,1,7,4,1,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438572,237,2,1,2,"65,1421272842288",12,1,7,3,1,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438585,237,3,1,3,"66,0756942636068",8,1,4,4,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,1.0,1.0,4.0,1.0,,,2,2018
438598,237,3,1,3,"283,957388806944",2,1,4,3,5,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,4.0,1.0,,,2,2018
438603,237,1,1,1,"274,92444267531",6,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2,2018
438610,237,4,1,4,"459,808619411083",4,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438611,237,2,1,2,"302,660986011522",4,1,1,2,5,1,2,2,2,2,,,,,,2,1,5.0,1.0,2.0,,,,2,2018
438616,237,4,1,4,"282,460931622012",2,1,4,4,5,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438618,237,1,1,1,"351,123072924101",1,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
438619,237,3,1,3,"334,171781301543",10,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,6.0,2.0,3.0,,2,2018
438630,237,1,1,1,"276,048154150937",12,1,4,3,3,2,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438631,237,3,1,3,"331,484602945269",6,1,2,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,3.0,2,2018
438632,237,4,1,4,"313,887582523187",5,1,4,4,2,2,2,2,1,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438634,237,1,1,1,"334,584343151844",10,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2018
438635,237,4,1,4,"185,787120278469",10,1,4,4,2,2,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,6.0,2.0,3.0,,2,2018
438636,237,1,1,1,"176,513871049887",7,1,7,2,9,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438639,237,2,1,2,"213,091598579419",7,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,7.0,2,2018
438650,237,2,1,2,"412,955917019992",2,1,7,4,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,1.0,,2,2018
438650,237,4,1,4,"412,955917019992",6,1,4,3,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438650,237,5,1,5,"412,955917019992",2,1,4,4,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438659,237,1,1,1,"276,225959659025",3,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,1,2018
438664,237,1,1,1,"350,662224941128",12,1,4,4,1,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,3.0,2,2018
438664,237,2,1,2,"350,662224941128",2,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
438669,237,2,1,2,"254,462438388868",5,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438673,237,2,1,2,"383,474537214863",4,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438674,237,2,1,2,"385,668573412173",8,1,4,4,1,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,2.0,2.0,2.0,2.0,3.0,,2,2018
438675,237,4,1,4,"335,459727672309",6,1,4,4,2,2,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2018
438676,237,1,1,1,"276,048154150937",4,1,4,2,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,6.0,1.0,,,2,2018
438679,237,1,1,1,"365,1894344326",4,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438679,237,3,1,3,"365,1894344326",10,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,7.0,2,2018
438681,237,1,1,1,"304,871771084684",10,1,7,1,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2,2018
438683,237,2,1,2,"305,760726218097",6,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438697,237,2,1,2,"305,760726218097",8,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,2.0,2.0,1.0,,,2,2018
438706,237,1,1,1,"403,265593834255",11,1,4,1,2,2,1,2,2,1,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438707,237,4,1,4,"387,650534715134",3,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,6.0,2,2018
438712,237,2,1,2,"394,90200649976",9,1,4,4,5,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438719,237,1,1,1,"349,081623367351",9,1,2,3,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438729,237,1,1,1,"385,886195061257",3,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438733,237,4,1,4,"362,777776586207",1,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,3.0,1.0,4.0,1.0,,,2,2018
438743,237,2,1,2,"380,592418657372",12,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2018
438746,237,2,1,2,"365,1894344326",8,1,4,2,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,2.0,2.0,2.0,3.0,,2,2018
438747,237,2,1,2,"432,978165901415",5,1,7,3,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,5.0,1.0,6.0,,,,2,2018
438749,237,1,1,1,"362,99539823529",6,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,5.0,2,2018
438757,237,1,1,1,"304,654149435601",2,1,4,2,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,1.0,,2,2018
438758,237,2,1,2,"312,586065539473",7,1,3,2,5,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,,,2,2018
438758,237,3,1,3,"312,586065539473",5,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
438763,237,2,1,2,"303,352632451887",12,1,4,4,2,2,2,1,2,2,1.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
438770,237,5,1,5,"340,997120622919",9,1,1,2,5,1,2,2,2,2,,,,,,2,1,2.0,2.0,5.0,1.0,,,2,2018
438777,237,4,1,4,"271,824702468735",6,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438779,237,2,1,2,"334,584343151844",3,2,3,2,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,1,2018
438783,237,2,1,2,"331,763687535332",4,1,7,3,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2,2018
438783,237,3,1,3,"331,763687535332",8,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2,2018
438791,237,4,1,4,"382,568833205598",8,1,1,4,5,1,2,2,2,2,,,,,,2,2,,,,,,1.0,2,2018
438792,237,1,1,1,"431,676648917701",11,1,7,3,2,2,1,1,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438797,237,1,1,1,"355,063482131418",2,1,4,4,2,2,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438811,237,1,1,1,"254,640243896955",5,1,7,3,9,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438811,237,4,1,4,"254,640243896955",9,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438820,237,2,1,2,"351,963741924843",7,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
438822,237,2,1,2,"46,589456943981",4,1,1,3,11,1,2,2,2,2,,,,,,2,1,5.0,1.0,4.0,,,,2,2018
438830,237,1,1,1,"37,9031535617399",10,1,3,2,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2018
438830,237,2,1,2,"37,9031535617399",1,1,1,3,1,2,1,2,2,2,,,,,,2,1,2.0,2.0,6.0,1.0,,,2,2018
438830,237,5,1,5,"37,9031535617399",11,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,1.0,2.0,1,1,3.0,1.0,5.0,2.0,1.0,,2,2018
438831,237,1,1,1,"40,352698367089",8,1,1,2,3,2,1,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
438831,237,2,1,2,"40,352698367089",6,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,7.0,2,2018
438832,237,1,1,1,"63,2492857050008",11,1,7,2,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438832,237,3,1,3,"63,2492857050008",3,1,4,2,2,1,1,1,1,2,2.0,2.0,2.0,2.0,2.0,2,1,2.0,1.0,5.0,1.0,,,2,2018
438834,237,2,1,2,"49,2580805420198",4,1,3,3,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,1.0,,,2,2018
438834,237,3,1,3,"49,2580805420198",2,1,3,2,2,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438836,237,1,1,1,"49,4312065881442",8,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,1.0,6.0,,,,2,2018
438842,237,2,2,2,"44,455948301593",2,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
438848,237,2,1,2,"77,5824809676463",11,1,3,2,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,1.0,6.0,,,,2,2018
438851,237,2,1,2,"104,049538708863",7,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2018
438853,237,1,1,1,"57,9872750576267",10,1,1,3,5,1,2,2,2,2,,,,,,2,1,5.0,1.0,2.0,,,,2,2018
438854,237,1,1,1,"75,0646666743388",1,1,4,2,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438861,237,1,1,1,"71,7740429650074",11,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438869,237,2,1,2,"45,7227546361414",5,1,3,2,2,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438870,237,3,1,3,"40,352698367089",4,1,7,2,7,2,2,2,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438871,237,1,1,1,"39,7336912646424",6,1,4,2,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438876,237,3,1,3,"33,9428137440726",6,1,4,4,1,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438878,237,4,1,4,"47,8697487048783",2,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2,2018
438883,237,3,1,3,"95,5247814488561",5,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,1,2,,,,,,7.0,2,2018
438885,237,3,1,3,"114,413092231988",9,1,1,2,1,1,2,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
438889,237,1,1,1,"49,4312065881442",6,1,4,3,2,1,2,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
438890,237,2,1,2,"109,256273622144",1,1,3,2,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,1.0,6.0,,,,2,2018
438890,237,3,1,3,"109,256273622144",6,1,3,4,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2,2018
438893,237,2,1,2,"50,690113734798",2,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438895,237,1,1,1,"69,7344068767207",5,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438897,237,2,1,2,"63,2179744955249",3,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438901,237,1,1,1,"57,9872750576267",7,1,7,4,8,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438901,237,2,1,2,"57,9872750576267",11,1,7,4,8,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,1,2018
438910,237,1,1,1,"53,6935852181475",9,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,1.0,6.0,,,,2,2018
438911,237,2,1,2,"44,9420256945084",6,1,3,2,2,1,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
438911,237,4,1,4,"44,9420256945084",3,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438916,237,4,1,4,"77,5196729998026",10,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,1,1,4.0,1.0,1.0,,,,2,2018
438916,237,7,1,7,"77,5196729998026",7,1,2,9,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2,2018
438922,237,3,1,3,"71,184555892634",3,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,4.0,1.0,,,2,2018
438924,237,3,1,3,"114,066840139739",9,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
438926,237,3,1,3,"85,7620099839564",11,1,4,3,4,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438926,237,4,1,4,"85,7620099839564",6,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2018
438928,237,1,1,1,"98,8624131762885",11,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438931,237,1,1,1,"39,7336912646424",5,1,1,2,3,2,1,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
438935,237,1,1,1,"111,89527793868",12,1,4,3,4,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2,2018
438944,237,4,1,4,"75,0218974458517",12,1,7,4,6,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438947,237,3,1,3,"41,7733273529291",12,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438952,237,1,1,1,"49,4312065881442",4,1,3,2,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
438952,237,2,1,2,"49,4312065881442",8,1,4,3,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438954,237,1,1,1,"40,8413689036915",3,1,1,3,2,2,1,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
438955,237,2,1,2,"44,6150769970923",8,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
438963,237,2,1,2,"63,7719011735253",11,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2018
438971,237,1,1,1,"53,6935852181475",8,1,1,4,2,1,2,2,2,2,,,,,,2,2,,,,,,5.0,2,2018
438974,237,2,1,2,"43,0322344995829",6,1,4,2,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
438974,237,5,1,5,"43,0322344995829",12,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
438987,237,1,1,1,"47,8697487048783",11,1,7,1,6,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
439015,237,1,1,1,"742,630052384833",5,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
439017,237,2,1,2,"829,664644960806",11,1,1,4,2,2,1,2,2,2,,,,,,2,1,1.0,1.0,6.0,1.0,,,2,2018
439036,237,1,1,1,"667,368341955555",2,1,1,3,2,1,1,2,2,2,,,,,,2,2,,,,,,6.0,2,2018
439037,237,1,1,1,"809,494446693097",2,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
439052,237,6,1,6,"55,9173828318426",12,1,7,3,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
439064,237,1,1,1,"62,5215049769603",9,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
439070,237,2,1,2,"64,7596640329322",9,2,7,3,4,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
439073,237,2,1,2,"61,0486663818991",12,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
439085,237,4,1,4,"55,9424818551777",8,1,3,3,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
439096,237,2,1,2,"53,6067957298855",12,1,1,3,5,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2018
439101,237,1,1,1,"67,9113606989656",11,1,7,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
439127,237,1,1,1,"45,4973682091641",6,1,2,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
439142,237,4,1,4,"50,538895953778",8,1,3,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
439150,237,1,1,1,"60,7649951866152",1,1,4,2,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
439174,237,4,1,4,"43,6224164469799",11,1,7,3,1,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
439194,237,1,1,1,"49,1143710262561",12,1,3,2,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,7.0,2,2018
439214,237,1,1,1,"55,9424818551777",11,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
439214,237,3,1,3,"55,9424818551777",6,1,3,4,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
439218,237,2,1,2,"65,3620550120834",3,1,4,3,2,1,1,1,1,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,1.0,,,1,2018
439222,237,2,1,2,"55,6588106598938",10,1,1,4,6,1,2,1,2,2,,,,,,2,1,5.0,1.0,6.0,,,,2,2018
439251,237,1,1,1,"82,0889577530646",11,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2018
439255,237,1,1,1,"65,7203997904069",3,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
439259,237,3,1,3,"61,2280260472984",3,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,1.0,4.0,,,,2,2018
439267,237,2,1,2,"76,8612657054774",6,1,4,3,2,2,1,1,2,2,1.0,2.0,2.0,1.0,2.0,2,2,,,,,,7.0,2,2018
439268,237,2,1,2,"60,8647911382924",3,1,4,2,2,1,1,1,2,2,2.0,1.0,2.0,1.0,2.0,2,1,3.0,1.0,5.0,1.0,,,2,2018
439269,237,2,1,2,"63,660244952433",12,1,7,2,3,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2018
439275,237,4,1,4,"89,7628184187484",2,1,4,4,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
439281,237,1,1,1,"77,1503513241719",9,1,4,1,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2018
439283,237,3,1,3,"75,3038666787877",6,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2018
439293,237,4,1,4,"60,5340640920956",8,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,4.0,2.0,2.0,,2,2018
439306,237,2,1,2,"93,158228026627",5,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,2.0,4.0,,2,2018
