DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto
515558,237,5,2,1,"274,317020522026",10,1,7,4,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515563,237,3,1,3,"284,835745075265",6,1,7,1,6,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,6.0,1.0,,,2
515565,237,1,1,1,"224,302079223807",2,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
515567,237,2,1,2,"246,95239000148",10,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,1.0,,,2
515599,237,4,1,4,"294,931920580923",2,1,4,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515601,237,1,1,1,"224,302079223807",2,2,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
515606,237,3,1,3,"289,27020815675",1,1,7,3,4,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515611,237,2,1,2,"250,981397369468",2,1,3,4,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2
515612,237,3,1,3,"561,60263534098",3,2,4,2,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515650,237,2,1,2,"39,5162734134292",12,1,3,2,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
515653,237,1,1,1,"42,9891285334956",1,1,2,3,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515654,237,4,1,4,"41,9970959613077",7,1,4,3,2,2,1,2,2,2,2.0,2.0,1.0,2.0,2.0,2,2,,,,,,6.0,2
515657,237,3,1,3,"39,8322603994328",2,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,4.0,2
515658,237,2,1,2,"41,0451521501478",12,1,1,3,3,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2
515661,237,1,1,1,"41,8493963665184",12,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
515665,237,4,1,4,"37,377478899628",9,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2
515672,237,1,1,1,"41,7163967820443",10,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,5.0,1.0,6.0,,,,2
515676,237,3,1,3,"45,3531260323132",9,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
515676,237,4,1,4,"45,3531260323132",6,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,2.0,2.0,5.0,2.0,3.0,,1
515683,237,3,1,3,"36,29956527863",1,1,3,2,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
515685,237,2,1,2,"39,5162734134292",11,1,4,4,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
515686,237,2,1,2,"44,1549527474913",11,1,4,2,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,6.0,1.0,,,2
515694,237,1,1,1,"81,1976883202454",11,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
515703,237,1,1,1,"83,6987927330367",2,1,1,2,2,2,1,2,2,2,,,,,,2,2,,,,,,7.0,1
515706,237,3,1,3,"28,2316962898246",8,1,4,2,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,1,1,2.0,2.0,4.0,2.0,3.0,,2
515708,237,3,1,3,"43,7378765556192",12,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
515710,237,1,1,1,"35,8049856965308",7,1,3,2,2,2,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
515711,237,1,1,1,"35,2391740769921",6,1,3,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,2.0,5.0,,2
515715,237,1,1,1,"41,7516335898398",6,1,4,1,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515716,237,1,1,1,"39,5162734134292",10,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,7.0,2
515723,237,3,1,3,"41,3053255998147",9,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
515730,237,1,1,1,"39,2778408165973",1,1,4,2,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,1.0,,2
515733,237,2,1,2,"32,4110328495831",12,1,4,3,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,5.0,2
515740,237,2,1,2,"39,5162734134292",7,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,1,1,4.0,,6.0,,,,2
515750,237,3,1,3,"35,8049856965308",9,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,6.0,1.0,,,2
515752,237,5,1,5,"37,2094974399259",9,1,4,2,1,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,2.0,4.0,,2
515753,237,1,1,1,"35,1774065299575",6,1,3,2,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,1,3.0,1.0,1.0,1.0,,,2
515753,237,2,1,2,"35,1774065299575",5,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
515756,237,1,1,1,"38,650261650024",5,1,1,3,2,1,1,2,2,2,,,,,,2,2,,,,,,3.0,2
515758,237,2,1,2,"36,3217448236857",8,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,2.0,1.0,5.0,2.0,3.0,,2
515774,237,1,1,1,"1329,94153653929",10,1,7,3,9,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515775,237,2,1,2,"1041,90165832206",2,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515794,237,4,1,4,"62,6525744447401",12,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
515803,237,1,1,1,"59,8101776393233",11,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515819,237,1,1,1,"60,0703393744186",12,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
515822,237,4,1,4,"60,6819592944051",6,1,7,1,7,1,2,1,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515827,237,3,1,3,"61,5502702167535",1,1,4,4,2,2,1,2,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515829,237,1,1,1,"56,8047158327882",11,1,3,1,2,2,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
515832,237,1,1,1,"61,470246227771",1,1,3,2,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,5.0,2.0,3.0,,2
515835,237,1,1,1,"65,106238663903",3,1,7,2,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515844,237,1,1,1,"59,0966059975905",7,1,7,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,6.0,1.0,,,2
515848,237,4,1,4,"63,0758011809537",2,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,1,1,4.0,,1.0,,,,2
515875,237,1,1,1,"57,5122318386473",8,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,1
515880,237,3,1,3,"60,1873491082228",11,1,7,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515903,237,3,1,3,"74,5090425088324",5,2,7,3,9,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
515912,237,2,1,2,"69,8965146482215",2,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,1.0,1
515916,237,2,1,2,"69,9749872646682",11,1,4,3,9,2,2,1,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
515922,237,1,1,1,"60,735094072824",12,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,1.0,,,2
515924,237,1,1,1,"76,8619614826724",12,1,4,2,2,2,2,1,2,2,2.0,2.0,2.0,2.0,1.0,2,2,,,,,,3.0,2
515925,237,2,1,2,"70,8712767412862",9,1,1,3,2,1,2,2,2,2,,,,,,2,1,4.0,,4.0,,,,2
515936,237,1,1,1,"62,7521549513972",12,1,1,4,2,1,1,2,2,2,,,,,,2,2,,,,,,6.0,2
515952,237,1,1,1,"99,9650003442952",9,2,4,2,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,,1.0,,,,2
515952,237,2,1,2,"99,9650003442952",8,2,1,3,5,1,1,1,2,2,,,,,,1,2,,,,,,1.0,2
515952,237,9,1,9,"99,9650003442952",12,2,1,3,2,1,1,2,2,2,,,,,,2,2,,,,,,3.0,2
515953,237,1,1,1,"53,2517477736816",5,1,4,1,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515953,237,2,1,2,"53,2517477736816",5,1,4,1,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
515959,237,1,1,1,"52,7285079278389",4,2,4,3,1,2,1,2,1,2,1.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,1.0,2.0,3.0,,2
515966,237,1,1,1,"69,234295398232",3,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
515981,237,1,1,1,"48,9379522341609",6,1,2,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,1.0,2,2,,,,,,4.0,2
515984,237,3,1,3,"48,1848837595643",6,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516006,237,1,1,1,"63,4881921311593",3,1,7,4,2,2,1,1,1,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,6.0,2
516018,237,1,1,1,"51,7945151630849",8,1,2,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516023,237,2,1,2,"52,3212666992465",8,1,7,2,1,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516025,237,2,1,2,"58,1395250588061",5,1,1,3,2,1,1,1,2,2,,,,,,2,1,1.0,1.0,5.0,2.0,3.0,,2
516033,237,2,1,2,"59,0483743299988",3,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516034,237,2,1,2,"54,4010741930368",4,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,,,2
516034,237,3,1,3,"54,4010741930368",6,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
516035,237,1,1,1,"62,6392816035387",12,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516041,237,2,1,2,"62,5054254262354",7,1,7,3,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
516045,237,2,1,2,"60,900264640698",3,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516048,237,2,1,2,"66,3447550600833",5,1,1,2,3,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2
516072,237,2,1,2,"86,4067440513819",10,1,4,2,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
516075,237,1,1,1,"64,8050127416835",1,1,7,3,9,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516081,237,3,1,3,"49,4473188110135",3,2,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516081,237,4,1,4,"49,4473188110135",2,1,7,2,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516087,237,1,1,1,"44,5049915824982",10,1,4,4,10,1,1,2,2,2,1.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,4.0,2.0,3.0,,2
516087,237,2,1,2,"44,5049915824982",10,1,4,4,10,1,1,1,2,2,1.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,4.0,2.0,3.0,,2
516127,237,2,1,2,"290,293451665436",12,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
516132,237,2,1,2,"334,423672802117",8,1,4,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,1.0,1.0,5.0,2.0,4.0,,2
516138,237,3,1,3,"284,056281405127",12,1,4,9,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
516161,237,1,1,1,"335,90520950245",10,1,7,4,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516161,237,2,1,2,"335,90520950245",11,1,2,3,1,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516167,237,2,1,2,"347,276335642499",2,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516196,237,2,1,2,"313,03223409453",3,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516200,237,1,1,1,"326,861088597566",7,1,7,4,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516200,237,2,1,2,"326,861088597566",7,1,7,4,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516204,237,1,1,1,"284,056281405127",2,1,1,3,5,1,2,2,2,2,,,,,,2,1,3.0,2.0,4.0,1.0,,,2
516223,237,1,1,1,"315,561857988153",10,1,4,4,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516239,237,1,1,1,"221,333362035182",4,1,7,4,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2
516298,237,2,1,2,"38,0926569654508",10,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,1.0,1.0,4.0,1.0,,,2
516299,237,1,1,1,"42,8878214496822",6,1,4,1,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,1.0,1.0,,,2
516299,237,2,1,2,"42,8878214496822",7,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,4.0,2.0,3.0,,2
516304,237,7,1,7,"29,1077885439834",5,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2
516307,237,1,1,1,"36,5055275770293",2,1,4,4,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,1.0,2
516327,237,1,1,1,"43,9995259059486",12,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516328,237,8,1,8,"43,4634124911004",9,2,4,4,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,1.0,,,2
516329,237,3,1,3,"40,6321906119198",1,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,3.0,2
516338,237,1,1,1,"43,5054729596942",10,1,3,4,2,1,1,2,1,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,2.0,,,,2
516363,237,3,1,3,"46,8206404185165",5,1,4,1,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,2.0,5.0,,2
516379,237,2,1,2,"45,5866552943701",6,1,3,4,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516383,237,1,1,1,"46,0585205280595",8,1,4,4,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,1.0,2.0,1.0,,2
516415,237,5,1,5,"175,690731558224",7,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,6.0,1.0,,,2
516429,237,4,1,4,"172,366164236776",12,1,1,3,5,2,1,2,2,2,,,,,,2,2,,,,,,8.0,2
516432,237,1,1,1,"110,199636446889",2,1,2,2,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,2.0,3.0,,2
516432,237,2,1,2,"110,199636446889",2,1,2,2,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,2.0,3.0,,2
516445,237,1,1,1,"151,912692115369",12,1,4,3,9,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2
516450,237,1,1,1,"123,490678535198",10,1,4,2,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,4.0,1.0,,,2
516466,237,2,1,2,"167,75450090699",10,1,3,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,1
516489,237,4,1,4,"126,204330042672",10,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516495,237,11,1,11,"138,50298549091",4,1,4,3,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516495,237,4,1,4,"138,50298549091",8,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516559,237,3,1,3,"106,957128258728",6,1,4,3,9,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516559,237,4,1,4,"106,957128258728",7,2,3,1,2,1,2,1,2,2,2.0,2.0,2.0,1.0,2.0,1,2,,,,,,3.0,2
516564,237,1,1,1,"117,968519758858",6,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,2.0,2
516571,237,3,1,3,"155,687571910835",3,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516576,237,2,1,2,"129,724170521733",2,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516622,237,4,1,4,"122,992517859381",1,1,4,2,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516636,237,3,1,3,"87,3344459365725",11,2,1,3,3,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
516637,237,1,1,1,"142,388624382581",12,1,4,4,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,1.0,,,1
516639,237,3,1,3,"130,519333610941",1,1,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,2.0,5.0,,2
516641,237,2,1,2,"140,641345401707",9,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,7.0,2
516648,237,2,1,2,"122,238790043619",3,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
516651,237,3,1,3,"140,641345401707",3,1,4,3,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,1.0,,,2
516658,237,4,2,2,"101,528120579901",7,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
516661,237,3,1,3,"144,736405455667",11,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516676,237,1,1,1,"156,503754819241",6,1,4,4,2,1,1,2,2,2,1.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516696,237,4,1,4,"447,907000204277",10,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
516697,237,1,1,1,"625,324861631899",9,1,4,3,5,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516714,237,1,1,1,"622,197795875238",11,1,4,2,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
516726,237,2,1,2,"80,6303654267357",10,1,2,2,7,2,2,1,2,2,2.0,2.0,2.0,2.0,1.0,2,2,,,,,,3.0,2
516755,237,2,1,2,"81,6569053065667",11,1,4,3,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516777,237,2,1,2,"81,8075571011254",3,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,8.0,2
516778,237,1,1,1,"76,0046001595442",1,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,2.0,1.0,1.0,,,2
516791,237,3,1,3,"69,5103528861884",9,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516798,237,4,1,4,"128,901640543184",1,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,1.0,,,2
516832,237,1,1,1,"106,934562746388",10,1,4,1,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2
516837,237,1,1,1,"81,8075571011254",10,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516839,237,1,1,1,"84,8778720316235",11,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
516839,237,3,1,3,"84,8778720316235",11,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
516860,237,1,1,1,"94,5309979723164",2,1,3,4,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,1,3.0,1.0,2.0,1.0,,,2
516870,237,1,1,1,"109,271927550647",11,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,3.0,,,,2
516871,237,1,1,1,"77,3026502996913",4,1,4,4,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,1.0,1.0,,,2
516888,237,2,1,2,"2012,74852052889",1,1,7,2,8,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
516936,237,2,1,2,"777,798793972469",12,1,4,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,1.0,,,2
516937,237,2,1,2,"516,177276222183",9,1,4,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
516939,237,1,1,1,"686,31880157546",2,2,2,4,8,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2
516942,237,3,1,3,"485,787695612593",6,2,4,3,10,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,6.0,1.0,,,2
516950,237,3,1,3,"307,011096605744",12,1,1,4,3,2,1,2,2,2,,,,,,2,2,,,,,,4.0,2
516953,237,2,1,2,"667,654537483367",6,1,1,3,1,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
516954,237,1,1,1,"607,138148678249",10,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,3.0,2
516957,237,2,1,2,"329,609282297655",9,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
516977,237,2,1,2,"642,704616680568",2,1,7,2,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
517031,237,2,1,2,"880,477375118372",3,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,1.0,2
517034,237,1,1,1,"887,042117212494",4,2,4,3,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
517036,237,1,1,1,"996,733315652257",8,1,1,2,5,2,1,2,2,2,,,,,,2,1,4.0,,5.0,,,,2
517040,237,2,1,2,"1078,10760223888",12,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,8.0,2
517053,237,2,1,2,"959,356351268959",8,1,3,2,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,1.0,,,2
517056,237,4,1,4,"947,475446132122",2,1,4,2,2,1,1,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
517057,237,1,1,1,"979,451147926706",4,1,3,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,4.0,,2
517061,237,1,1,1,"976,258661923003",6,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
517061,237,2,1,2,"976,258661923003",1,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
517067,237,1,1,1,"940,910704037999",11,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
517073,237,1,1,1,"983,213617740569",9,1,3,4,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
517074,237,2,1,2,"990,168573558135",7,1,4,2,2,2,1,2,2,2,2.0,1.0,2.0,1.0,2.0,2,1,1.0,1.0,2.0,1.0,,,2
517077,237,1,1,1,"942,279527649327",4,1,4,4,1,1,1,2,2,2,1.0,2.0,2.0,1.0,2.0,2,2,,,,,,2.0,2
517078,237,2,1,2,"1057,76220240125",7,1,1,1,2,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
517081,237,1,1,1,"812,288188445899",10,1,4,4,1,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
517086,237,2,1,2,"1043,869840676",7,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
517090,237,3,1,3,"1013,05761838682",12,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,1
517098,237,2,1,2,"1006,75150358191",6,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,,1.0,,,,2
517098,237,3,1,3,"1006,75150358191",9,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
