DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P578;P1341;P1229;P1335;P1338;P1339S3;P1339S5;P1339S1;P1339S2;P1339S6;P580S1;P580S2;P580S3;P580S5;P580S6;P1598;P1324;P582;P583;P1114;P1599;P1600;P1113;P1318;FEX_C
434436;237;6;1;6;6;1;4;3;2;1;2;2;2;2;2;2;2;1;2;1;1;1;1;5;2;2; ;2;100,020926812152
434443;237;1;1;1;1;1;4;1;9;1;1;1;2;2;1;2;2;2;2;1;1;3;1;2;1; ; ;2;133,877531508809
434452;237;4;1;4;8;1;4;3;2;1;1;2;2;2;2;1;2;1;2;2;1;1;1;6;1; ; ;2;127,723145696274
434454;237;1;1;1;11;1;4;2;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;116,994110336433
434459;237;1;1;1;1;1;4;3;2;1;1;1;1;2;1;2;2;1;2;2;1;1;1;6;1; ; ;2;102,260871555837
434459;237;2;1;2;1;1;4;3;2;1;1;1;1;2;1;2;2;1;2;2;2; ; ; ; ; ;5;2;102,260871555837
434464;237;4;1;4;5;1;4;2;2;1;2;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ;5;2;131,207814935363
434466;237;2;1;2;10;1;4;4;2;1;1;2;2;2;1;2;2;1;2;2;1;1;1;5;1; ; ;2;99,0765326365617
434482;237;3;1;3;10;1;4;3;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;5;2;109,884621762907
434486;237;1;1;1;10;1;4;2;2;1;1;2;2;2;2;1;2;2;2;2;1;3;1;6;1; ; ;2;87,0736309316851
434507;237;5;1;5;11;1;4;1;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;105,895633663262
434510;237;1;1;1;11;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;125,512970566764
434532;237;1;1;1;12;1;4;1;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;103,144508436934
434545;237;2;1;2;7;1;3;3;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;5;2;127,816368032203
434549;237;1;1;1;2;1;7;2;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;126,996503530725
434549;237;4;1;4;5;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;126,996503530725
434552;237;4;1;4;1;1;4;4;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;109,282390965069
434561;237;4;1;4;8;1;3;2;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;109,282390965069
434562;237;1;1;1;4;1;3;4;2;2;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;9;2;113,302960878003
434567;237;1;1;1;2;1;4;3;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;131,881648405315
434569;237;3;1;3;3;1;4;2;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;101,286707766072
434578;237;5;1;5;1;1;3;2;2;1;1;1;2;2;1;2;2;1;2;1;2; ; ; ; ; ;5;2;74,8292779365982
434584;237;1;1;1;9;1;4;4;2;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;118,032046505817
434591;237;1;1;1;11;1;3;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;108,096121118404
434596;237;5;1;5;7;1;4;4;2;1;1;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ;5;1;116,455154413708
434597;237;2;1;2;10;1;4;3;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;108,55574879952
434622;237;3;1;3;10;1;4;4;2;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;132,035947693602
434623;237;2;1;2;7;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;9;2;117,14840962472
434642;237;3;1;3;7;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;86,6995000170029
434647;237;1;1;1;8;1;4;4;2;1;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;128,771110080909
434652;237;3;1;3;9;1;3;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;113,947344391645
434654;237;1;1;1;5;1;4;2;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;99,0792280638224
434671;237;1;1;1;1;1;3;3;2;1;1;2;2;2;2;2;2;2;2;2;1;3;1;5;1; ; ;2;93,6682107306371
434676;237;1;1;1;5;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;9;2;112,995160087314
434679;237;2;2;2;12;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;2;2;95,7163930715848
434688;237;2;1;2;3;1;3;3;7;2;2;1;2;2;2;2;2;2;1;2;2; ; ; ; ; ;5;2;97,2214273929599
434713;237;2;1;2;6;1;4;2;2;1;1;1;2;2;2;1;2;1;2;2;2; ; ; ; ; ;6;2;1445,5885094381
434719;237;2;1;2;6;1;1;4;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;1;1059,35314988304
434722;237;2;1;2;7;1;1;3;5;2;1;2;2;2; ; ; ; ; ;2;1;4;1;5; ; ; ;2;1120,32049390744
434723;237;3;1;3;5;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1197,18245731425
434725;237;2;1;2;1;1;3;4;5;1;2;2;2;2;2;2;2;2;2;2;1;1;1;6;1; ; ;2;1177,97182965445
434726;237;3;1;3;1;1;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;889,3085537675
434730;237;5;1;5;5;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;1500,67837702015
434736;237;4;1;4;7;1;4;4;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;6;2;1167,01306892919
434738;237;1;1;1;4;1;4;1;2;1;2;2;2;2;2;2;2;1;2;2;1;3;1;5;1; ; ;2;1435,94224425957
434738;237;2;1;2;6;1;4;2;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;5;2;1435,94224425957
434739;237;1;1;1;8;1;9;2;7;1;2;2;1;2;2;2;2;2;1;2;1;2;2;4;2;2; ;2;1199,83755271819
434744;237;2;1;2;6;1;1;3;5;1;2;1;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;1042,98552403106
434745;237;2;1;2;11;1;4;4;3;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;965,357810252545
434748;237;1;1;1;10;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;1;1;1;2;2;3; ;2;954,401702829542
434751;237;4;1;4;7;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2;980,547470372955
434754;237;2;1;2;10;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;986,869170317078
434754;237;3;1;3;5;1;4;3;2;1;2;2;2;2;2;2;2;2;1;1;1;3;1;2;2;2; ;2;986,869170317078
434755;237;1;1;1;4;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1160,89282450181
434757;237;2;1;2;7;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;1176,08248462222
434759;237;1;1;1;6;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;1;4;1;2; ; ; ;2;910,712166172261
434761;237;2;1;2;10;1;1;2;5;2;1;2;2;2; ; ; ; ; ;2;1;5;1;6; ; ; ;2;1190,50639437092
434764;237;1;1;1;2;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;841,996975342479
434764;237;2;1;2;3;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;841,996975342479
434764;237;3;1;3;3;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;841,996975342479
434765;237;1;1;1;10;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;1109,25663882467
434767;237;1;1;1;8;1;4;2;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2;971,499758681852
434768;237;1;1;1;3;1;1;3;5;1;1;2;2;2; ; ; ; ; ;1;1;5;1;1; ; ; ;2;1118,74659617424
434770;237;1;1;1;6;1;4;2;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;1017,35101223115
434773;237;2;1;2;9;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;910,712166172261
434775;237;2;1;2;9;1;8;1;2;2;1;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ;3;2;877,887682383266
434778;237;2;1;2;6;1;4;4;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;885,539765031323
434781;237;2;1;2;10;1;1;4;6;2;1;1;2;2; ; ; ; ; ;2;1;4;1;4; ; ; ;2;736,688511987525
434781;237;4;1;4;12;2;7;4;11;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;9;2;736,688511987525
434785;237;1;1;1;4;1;4;2;5;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;874,11889364709
434787;237;2;1;2;2;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;910,712166172261
434788;237;4;1;4;4;1;4;2;5;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;5;2;847,09614678259
434791;237;2;1;2;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;1;3;1;5;1; ; ;2;958,726310081666
434793;237;2;1;2;9;1;7;3;6;2;1;2;2;2;2;2;2;2;2;2;1;4;1;5; ; ; ;2;874,11889364709
434794;237;2;1;2;3;1;4;3;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2;1123,32353227191
434794;237;3;1;3;4;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;1123,32353227191
434807;237;1;1;1;5;1;1;2;5;1;2;2;2;2; ; ; ; ; ;1;1;4;1;1; ; ; ;2;1225,6289572624
434814;237;1;1;1;5;1;1;4;5;1;2;2;2;2; ; ; ; ; ;2;1;4;1;6; ; ; ;2;1373,86120690292
434815;237;2;1;2;6;1;1;1;5;2;1;2;2;2; ; ; ; ; ;2;1;5;1;6; ; ; ;2;1171,33767618131
434818;237;2;1;2;6;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;975,448298932844
434818;237;3;1;3;8;1;7;4;3;2;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;975,448298932844
434823;237;2;1;2;11;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1013,37195416195
434824;237;1;1;1;8;1;4;4;1;1;1;1;2;2;1;2;2;2;2;2;1;5;1;6; ; ; ;2;1044,16348976263
434829;237;3;1;3;3;1;4;2;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;1123,32353227191
434832;237;2;1;2;8;1;1;2;5;1;1;2;2;2; ; ; ; ; ;2;1;4;1;6; ; ; ;2;1034,43001738379
434833;237;1;1;1;12;1;1;4;5;1;2;2;2;2; ; ; ; ; ;2;1;4;1;6; ; ; ;2;1247,04403678569
434840;237;4;1;4;2;1;3;3;2;1;2;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ;3;2;52,0420519980383
434843;237;4;1;4;9;2;1;2;5;2;1;2;2;2; ; ; ; ; ;2;1;1;1;5;1; ; ;1;50,5034061565087
434849;237;2;1;2;2;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;63,8359986823737
434863;237;4;1;4;1;1;4;4;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;3; ;2;46,6351602775853
434867;237;2;1;2;11;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;1;3;1;5;1; ; ;2;66,4273373114969
434868;237;3;1;3;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2;83,0775382408158
434868;237;7;1;7;9;1;4;4;3;1;1;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;2;83,0775382408158
434870;237;3;1;3;10;2;7;3;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;5;1; ; ;1;123,905356136801
434874;237;2;1;2;4;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;78,2759798665543
434876;237;3;1;3;12;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;61,5916266085347
434876;237;4;1;4;12;1;3;4;5;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;61,5916266085347
434878;237;1;1;1;9;1;3;1;2;1;2;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ;3;2;77,6847327775128
434880;237;1;1;1;12;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;56,1405962294452
434886;237;3;1;3;2;1;7;2;1;2;2;2;1;2;2;2;2;2;2;2;1;5;1;5; ; ; ;2;53,0233724993788
434887;237;2;1;2;11;1;4;3;1;1;2;1;2;2;1;2;2;1;2;2;1;2;2;1;1; ; ;2;80,4805808354836
434887;237;4;1;4;6;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;80,4805808354836
434888;237;3;1;3;11;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;48,8975900301187
434891;237;2;1;2;10;1;3;4;2;2;1;1;2;2;2;2;2;2;2;2;1;5;1;6; ; ; ;2;35,2719758342011
434893;237;1;1;1;8;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;60,3393241885126
434894;237;1;1;1;2;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;1;2;1; ;2;69,1463779303015
434896;237;3;1;3;8;1;4;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;72,3345824246753
434909;237;2;1;2;12;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2;68,55513084126
434911;237;2;1;2;3;1;7;4;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;64,2733327367201
434912;237;2;1;2;10;1;7;3;2;1;1;2;2;2;2;2;2;2;2;2;1;4;1;6; ; ; ;2;66,6921742567157
434920;237;2;1;2;3;1;4;3;2;1;2;2;2;2;2;1;2;2;2;1;1;1;1;4;2;3; ;2;36,4535522885417
434920;237;3;1;3;1;1;7;2;11;1;1;1;2;2;2;2;2;2;2;2;1;1;1;5;2;3; ;2;36,4535522885417
434920;237;4;1;4;2;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;36,4535522885417
434924;237;1;1;1;6;1;4;3;2;1;1;2;2;2;1;2;2;1;2;2;2; ; ; ; ; ;3;1;90,0992673893276
434927;237;1;1;1;1;1;3;3;2;1;1;1;2;2;2;2;2;2;2;1;1;1;1;6;2;3; ;2;65,8866866166079
434930;237;3;1;3;1;1;4;3;1;1;2;2;2;2;2;1;2;2;2;2;1;2;1;5;1; ; ;2;69,5818955321825
434933;237;2;1;2;11;1;7;3;3;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;64,2733327367201
434937;237;1;1;1;6;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;47,3335424876562
434937;237;2;1;2;6;1;4;4;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;47,3335424876562
434938;237;2;1;2;9;1;7;3;1;2;1;2;2;2;2;2;2;2;2;2;1;5;1;6; ; ; ;2;38,5264887458673
434939;237;6;1;6;3;1;4;4;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;52,6716034593286
434939;237;7;1;7;3;1;3;4;2;1;1;2;2;2;2;2;2;1;2;2;1;2;2;3;2;2; ;2;52,6716034593286
434941;237;2;1;2;1;1;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;61,9274367065319
434949;237;2;1;2;6;1;3;3;2;1;2;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;8;2;45,3261535939847
434956;237;1;1;1;12;1;3;4;2;2;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;53,2508749539784
434956;237;2;1;2;5;1;1;3;2;2;1;1;2;2; ; ; ; ; ;2;2; ; ; ; ; ;8;2;53,2508749539784
434962;237;1;1;1;10;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;70,1432433592793
434966;237;4;1;4;11;1;4;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4; ;2;77,2791144375765
434975;237;3;1;3;9;1;5;3;2;1;1;1;1;2;2;1;2;2;2;2;1;5;1;6; ; ; ;2;69,1463779303015
434976;237;2;1;2;6;1;3;4;5;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;78,9075320677727
434976;237;5;1;5;12;1;3;3;4;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;78,9075320677727
434978;237;2;1;2;9;1;3;3;9;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;55,4662789949312
434978;237;3;1;3;12;1;3;2;9;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;55,4662789949312
434980;237;1;1;1;8;1;7;3;1;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;61,2411438776262
434986;237;3;1;3;4;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;60,3979122905003
434990;237;1;1;1;5;1;4;1;2;2;1;2;2;2;2;1;2;2;2;2;1;4;1;3; ; ; ;2;78,2759798665543
434993;237;1;1;1;8;1;3;2;2;2;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;54,0582470877485
434996;237;1;1;1;9;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;67,4747991346273
434996;237;2;1;2;2;1;1;3;5;2;1;1;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;67,4747991346273
435000;237;3;1;3;10;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;55,2997464357471
435005;237;3;1;3;11;2;7;2;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;70,5492578313981
435010;237;3;1;3;3;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;1;5;1;6; ; ; ;2;56,8223113901123
435018;237;3;1;3;11;1;3;4;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;61,9274367065319
435021;237;3;1;3;6;1;7;4;3;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;54,6114850173981
435031;237;2;1;2;11;1;3;4;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;63,456547918579
435033;237;2;1;2;9;1;4;4;2;1;1;1;2;2;2;1;2;2;2;2;1;4;1;5; ; ; ;2;70,7344904483209
435036;237;1;1;1;5;1;4;3;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;62,6017539410459
435037;237;3;1;3;2;1;2;4;2;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;65,7979015006902
435038;237;4;1;4;12;1;4;3;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;1;79,1083745211241
435053;237;1;1;1;12;2;1;4;5;1;2;2;2;2; ; ; ; ; ;1;1;1;1;2;1; ; ;2;70,9980373368124
435055;237;1;1;1;6;1;3;3;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;3; ;2;72,2636016603679
435059;237;2;1;2;3;1;3;3;2;2;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;5;2;61,3836114612534
435063;237;3;1;3;5;1;4;4;2;1;2;2;2;2;2;1;2;2;2;1;1;2;2;2;1; ; ;1;68,4720606957875
435063;237;4;1;4;3;1;7;2;7;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ;3;2;68,4720606957875
435081;237;2;2;2;8;1;4;3;2;2;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;1;2;91,6927324915794
435086;237;4;1;4;8;1;1;3;5;2;1;2;2;2; ; ; ; ; ;2;1;5;1;5; ; ; ;2;56,4754775457237
435105;237;1;1;1;8;1;7;3;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;77,4284008296057
435117;237;2;1;2;1;1;3;2;2;2;1;1;2;2;2;2;2;2;2;1;1;1;1;5;1; ; ;1;68,7095960326707
435131;237;4;1;4;6;2;7;3;9;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;37,5318995782088
435134;237;2;1;2;12;1;1;3;9;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;83,5330616715624
435139;237;3;1;3;5;1;4;4;9;1;2;2;2;2;1;2;2;2;2;1;1;4;2;5; ; ; ;2;52,04833011517
435142;237;1;1;1;5;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;73,9289040242196
435174;237;4;1;4;11;2;1;1;6;1;1;2;2;2; ; ; ; ; ;2;1;4;2;3; ; ; ;2;64,6111423147893
435178;237;4;1;4;2;1;4;2;5;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;59,1655792946018
435187;237;1;1;1;5;1;4;2;4;1;1;2;2;2;1;2;2;2;2;1;1;1;1;5;1; ; ;2;74,9948365449015
435191;237;2;1;2;9;2;3;4;2;2;1;2;2;2;2;2;2;1;2;1;1;4;1;5; ; ; ;1;47,5032734769067
435191;237;3;1;3;12;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;47,5032734769067
435191;237;1;1;1;2;1;4;4;9;2;2;1;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2;47,5032734769067
435192;237;2;1;2;8;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;47,5149424866215
435192;237;3;1;3;3;1;4;2;5;2;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;7;2;47,5149424866215
435197;237;3;1;3;10;1;2;3;2;2;1;2;2;2;2;2;2;2;2;2;1;3;1;5;2;1; ;2;82,095529024447
435198;237;1;1;1;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;45,9721246100223
435202;237;1;1;1;8;1;7;4;9;2;1;2;2;2;2;2;2;2;2;2;1;4;1;1; ; ; ;2;74,8142568746273
435202;237;3;1;3;3;1;4;2;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1; ; ;2;74,8142568746273
435207;237;2;1;2;5;1;3;4;5;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1; ; ;2;65,2190791456925
435230;237;1;1;1;3;1;4;3;11;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;68,8902694698799
435234;237;5;1;5;10;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;73,6385214577426
435238;237;1;1;1;10;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;2;2;98,6269226417592
435242;237;2;2;2;8;1;3;2;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;89,0364736995984
435248;237;6;1;6;10;1;1;2;1;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;68,4250160027927
435261;237;1;1;1;11;2;7;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;115,680644400963
435262;237;2;1;2;11;1;4;2;7;1;1;2;2;2;1;2;2;2;2;2;1;2;2;6;1; ; ;2;80,8009109403029
435267;237;6;1;6;4;1;7;3;2;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ;5;2;54,993798038816
435269;237;2;1;2;1;1;7;2;9;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;66,3180063972904
435272;237;3;1;3;7;1;3;4;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;75,1836134765223
435273;237;1;1;1;8;1;7;3;9;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ;5;2;75,5639224746878
435306;237;1;1;1;2;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;86,3865694874742
435310;237;1;1;1;7;1;7;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;57,0561503560156
435312;237;2;1;2;7;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;62,659038525393
435313;237;2;1;2;4;1;4;2;2;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2;71,2103887793938
435316;237;2;1;2;4;1;7;2;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;69,5835456349478
435318;237;2;1;2;3;1;4;2;2;1;1;1;2;2;1;2;2;2;2;1;1;1;1;2;1; ; ;2;69,9782639275165
435333;237;1;1;1;10;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;65,1421272842288
435338;237;4;1;4;8;1;1;2;1;1;2;2;2;2; ; ; ; ; ;2;1;1;1;2;2;4; ;2;49,9803558705516
435343;237;2;1;2;3;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;65,1421272842288
435344;237;3;1;3;4;1;4;2;2;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;2;2;66,6150336003154
435350;237;1;1;1;2;1;4;3;4;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;69,5835456349478
435351;237;1;1;1;6;1;4;3;1;2;1;1;1;2;1;2;2;2;2;1;1;2;1;2;2;1; ;2;91,5857855067214
435351;237;2;1;2;2;1;4;3;1;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;91,5857855067214
435361;237;5;1;5;6;1;7;3;1;1;1;2;2;2;2;2;2;2;2;2;1;4;1;5; ; ; ;1;252,926165062939
435365;237;2;1;2;2;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;282,65587182323
435368;237;3;1;3;2;1;1;3;2;2;2;1;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;174,518339133979
435370;237;1;1;1;5;1;4;3;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1; ; ;2;355,063482131418
435372;237;2;1;2;2;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;1;3;1;6;1; ; ;2;365,1894344326
435378;237;4;1;4;1;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;352,839126445308
435391;237;1;1;1;5;1;4;3;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;1;351,963741924843
435391;237;2;1;2;3;1;4;2;9;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;351,963741924843
