DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P578;P1341;P1229;P1335;P1338;P1339S3;P1339S5;P1339S1;P1339S2;P1339S6;P580S1;P580S2;P580S3;P580S5;P580S6;P1598;P1324;P582;P583;P1114;P1599;P1600;P1113;P1318
600726;237;2;1;2;54,925691493933;5;1;3;3;2;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
600726;237;3;1;3;54,925691493933;8;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
600734;237;1;1;1;383,687628932263;3;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
600737;237;2;1;2;605,871952631008;6;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
600738;237;1;1;1;692,831855084133;1;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2
600739;237;1;1;1;582,047145494046;2;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;1;2
600739;237;3;1;3;582,047145494046;7;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2
600754;237;1;1;1;95,6406041694233;6;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
600757;237;5;1;5;70,3721651362111;1;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;1;1;1;4;2;2; ;2
600762;237;1;1;1;72,2062825718988;3;1;1;3;7;2;2;1;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
600765;237;3;1;3;78,9137041740925;1;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
600768;237;1;1;1;68,5989279038924;11;1;4;2;2;2;2;2;2;1;2;1;2;2;2;2;2; ; ; ; ; ;2;2
600786;237;1;1;1;59,5412730372779;12;1;3;2;2;1;2;2;2;2;2;2;2;1;2;1;2; ; ; ; ; ;3;2
600794;237;1;1;1;60,3621913695504;4;1;3;3;3;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
600795;237;1;1;1;60,2644886965538;11;1;4;1;2;2;2;1;2;2;2;1;2;1;2;2;1;2;2;1;2;3; ;1
600795;237;2;1;2;60,2644886965538;2;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
600817;237;1;1;1;65,2318747643923;4;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;1;1;1;6;1; ; ;2
600819;237;1;1;1;86,6959041496789;1;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;1;4; ;2; ; ; ;2
600838;237;4;1;4;87,461239128682;7;1;4;1;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
600839;237;1;1;1;73,1483783943918;5;1;7;2;2;2;1;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ;3;2
600840;237;2;1;2;62,4256277643459;4;1;4;3;7;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;8;2
600842;237;1;1;1;65,4729117099572;10;1;7;3;2;2;2;2;1;2;2;2;2;2;2;1;1;4; ;5; ; ; ;2
600852;237;1;1;1;92,0564997149407;6;1;4;4;6;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
600864;237;4;1;4;86,3211982849565;12;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
600884;237;2;1;2;51,3360568317328;3;1;4;4;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2
600885;237;1;1;1;75,665849534949;5;2;3;3;9;2;2;2;1;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
600892;237;3;1;3;53,1010647154543;8;1;3;4;2;1;1;1;2;2;2;2;2;2;2;2;1;5; ;6; ; ; ;2
600896;237;4;1;4;59,5713307222228;3;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
600905;237;1;1;1;45,6976714385678;3;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
600961;237;1;1;1;73,240192370135;8;1;7;3;3;1;2;1;2;2;2;2;2;2;2;1;1;1;1;4;2;3; ;2
600967;237;2;1;2;58,9456250648856;12;1;7;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;8;2
600991;237;1;1;1;85,4899322999072;11;1;7;9;7;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
601032;237;4;1;4;148,967178458352;6;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
601037;237;2;1;2;231,284415340988;9;1;4;2;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;2;2
601046;237;1;1;1;209,602883114611;3;1;7;1;2;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
601070;237;3;1;3;925,278867031308;4;2;7;3;2;1;2;2;2;2;2;1;2;2;2;2;1;3;1;2;2;1; ;2
601075;237;3;1;3;555,169691702548;3;1;4;3;2;1;2;2;2;2;2;1;2;2;2;1;1;1;1;2;1; ; ;2
601091;237;2;1;2;189,871122785778;11;1;4;3;4;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;4;2
601127;237;1;1;1;52,8932236691606;6;1;4;4;7;2;2;2;1;2;2;1;2;2;2;1;1;1;1;5;1; ; ;1
601139;237;3;1;3;49,1146801962022;7;1;4;2;2;1;2;1;1;2;1;2;2;1;2;2;2; ; ; ; ; ;2;2
601155;237;1;1;1;35,8327959336539;3;1;7;2;7;1;2;2;2;2;2;2;2;2;2;2;1;1;1;5;1; ; ;2
601178;237;1;1;1;58,4767357718114;4;1;4;1;7;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;2;3; ;2
601208;237;1;1;1;39,2013089132993;11;1;1;2;5;1;2;2;2;2; ; ; ; ; ;1;1;1;1;1;1; ; ;2
601253;237;1;1;1;27,6138787358202;8;1;7;4;7;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
601257;237;2;1;2;59,9293866993657;3;1;4;4;2;1;1;1;2;2;2;1;2;1;2;1;1;1;1;5;1; ; ;2
601274;237;2;1;2;425,349363279083;3;1;4;2;2;2;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2
601282;237;3;1;3;286,927525526706;10;1;7;4;7;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1; ; ;2
601291;237;5;1;5;5669,30754552879;8;2;1;3;6;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
601313;237;1;1;1;3225,9197470657;12;1;1;1;1;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
601335;237;1;1;1;302,215024578095;3;1;4;2;2;1;1;2;2;2;2;1;2;1;2;1;1;2;2;2;1; ; ;2
601340;237;1;1;1;369,315299322963;8;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
601341;237;1;1;1;109,987519829151;9;1;4;3;2;1;1;1;1;2;1;1;2;2;2;2;2; ; ; ; ; ;3;2
601363;237;2;1;2;358,933096395763;9;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1; ; ;2
601363;237;3;1;3;358,933096395763;7;1;4;4;2;1;2;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2
601363;237;4;1;4;358,933096395763;8;1;4;4;4;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
601363;237;1;1;1;358,933096395763;11;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2
601368;237;2;1;2;371,139329838596;12;1;4;4;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;5;1; ; ;2
601369;237;2;1;2;172,233141455652;5;1;3;9;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
601375;237;2;1;2;526,063772272627;3;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
601395;237;1;1;1;33,2483276819176;12;1;3;3;7;1;2;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ;1;2
601399;237;2;1;2;77,152040643508;10;1;7;2;2;1;2;1;2;2;2;2;2;1;2;1;1;1;1;4;1; ; ;2
601402;237;2;1;2;63,5894138565594;9;1;3;4;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;6;2
601406;237;3;1;3;298,055264226739;4;1;7;2;2;2;1;2;2;2;2;2;2;2;2;2;1;3;1;5;2;1; ;1
601407;237;1;1;1;135,771214825389;12;1;2;2;7;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
601410;237;2;1;2;221,492596454963;4;1;3;2;9;1;2;2;2;2;2;2;2;2;2;2;1;3;1;5;1; ; ;2
601415;237;5;1;5;167,459164905767;12;1;7;2;5;2;1;2;2;2;2;2;2;2;2;2;1;3;1;5;1; ; ;2
601415;237;6;1;6;167,459164905767;1;1;4;2;4;1;1;1;2;2;2;1;2;2;2;1;1;3;1;4;1; ; ;2
601419;237;1;1;1;401,917687154638;12;1;3;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
601425;237;2;1;2;278,745418711497;2;1;3;3;2;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
601427;237;2;1;2;228,260097707121;5;1;7;3;1;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
601432;237;1;1;1;261,710770848952;9;1;7;3;2;1;2;2;2;2;2;2;2;2;2;1;1;4; ;4; ; ; ;2
601434;237;2;1;2;354,571903665221;6;1;3;4;2;1;2;2;2;2;2;2;2;1;2;1;1;1;1;5;1; ; ;2
601438;237;3;1;3;119,613689218405;8;1;3;3;2;2;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
601445;237;1;1;1;444,685245793774;11;2;4;2;2;1;2;2;2;2;1;2;2;2;2;1;1;4; ;2; ; ; ;2
601482;237;2;1;2;74,5543837248513;10;2;4;3;2;1;1;1;2;2;1;1;2;2;2;2;2; ; ; ; ; ;6;2
601492;237;1;1;1;20,862850156047;2;1;3;4;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2
601493;237;1;1;1;21,0820657573976;7;1;7;9;7;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
601505;237;1;1;1;20,2625674234871;5;1;7;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ; ;2
601511;237;2;1;2;18,0329730441796;12;1;4;4;2;1;1;1;2;2;2;1;2;1;2;1;1;1;1;4;2;4; ;2
603397;237;2;1;2;254,156086396172;10;1;4;3;2;1;2;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;2
603399;237;1;1;1;63,5390215990431;11;1;1;3;3;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;8;2
603430;237;4;1;4;112,033341643415;11;1;4;4;2;1;2;2;2;2;1;1;2;2;2;1;1;3;1;4;1; ; ;2
603457;237;2;1;2;169,220058038021;12;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
603484;237;1;1;1;92,0589782263895;8;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
603489;237;1;1;1;151,097795237637;9;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2
603556;237;2;1;2;366,43952707033;5;1;3;2;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;1;2
603563;237;1;1;1;386,755217065565;4;1;4;4;11;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2
603574;237;2;1;2;582,439560332194;8;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
603598;237;1;1;1;706,546850971655;11;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2
603607;237;1;1;1;662,55720644241;4;1;3;3;2;1;1;1;1;2;2;1;2;1;2;2;1;4; ;6; ; ; ;2
603611;237;1;1;1;683,493246983704;5;1;3;1;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1; ; ;2
603611;237;2;1;2;683,493246983704;4;1;4;3;1;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;4;2
603612;237;2;1;2;704,999995239805;1;1;4;3;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2
603613;237;1;1;1;726,171786748108;8;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
603618;237;2;1;2;821,554269000583;8;1;3;3;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
603624;237;2;1;2;532,20559971162;2;1;4;2;2;2;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
603631;237;1;1;1;283,560952825783;12;1;4;2;2;1;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;1;2
603640;237;1;1;1;1243,42082073055;6;1;3;3;2;1;2;2;2;2;2;1;2;2;2;2;1;3;1;3;2;3; ;2
603640;237;2;1;2;1243,42082073055;11;1;1;2;2;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
603640;237;3;1;3;1243,42082073055;12;1;4;4;2;2;1;2;2;2;2;2;1;1;1;2;2; ; ; ; ; ;8;1
603642;237;2;1;2;1394,64437535708;8;1;3;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;4;2
603642;237;3;1;3;1394,64437535708;11;1;7;3;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2
603643;237;3;1;3;1422,98171676194;9;1;7;4;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
603644;237;3;1;3;1431,49143979791;11;1;3;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;1
603651;237;1;1;1;1026,03854712782;3;1;4;4;2;1;1;2;2;2;1;2;2;2;2;1;1;5; ;4; ; ; ;2
603653;237;1;1;1;1057,38231386335;12;1;4;1;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
603655;237;1;1;1;1185,95212200794;6;1;1;2;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
603657;237;1;1;1;1075,09257705063;7;1;4;2;2;1;1;2;2;2;2;2;1;1;2;2;1;1;1;4;1; ; ;2
603665;237;4;1;4;1347,40371372871;1;1;4;2;2;1;1;2;2;2;1;2;2;2;2;2;1;5; ;4; ; ; ;2
603696;237;1;1;1;881,861759982641;5;1;1;3;2;2;1;2;2;2; ; ; ; ; ;1;1;1;1;1;2;1; ;2
603700;237;1;1;1;1343,17773442188;10;1;3;2;5;1;1;2;2;2;2;2;2;2;2;2;1;5; ;2; ; ; ;2
603704;237;1;1;1;1169,11825956416;11;1;7;3;2;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
603704;237;2;1;2;1169,11825956416;6;1;4;4;5;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
603719;237;2;1;2;53,2634669274786;11;1;9;9;11;2;1;2;2;1;2;2;2;2;1;2;2; ; ; ; ; ;6;2
603729;237;1;1;1;178,940374893161;2;2;4;4;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
603768;237;1;1;1;379,9348784193;10;1;4;3;10;1;1;2;2;2;1;1;2;2;2;1;1;1;1;5;1; ; ;2
603787;237;2;1;2;79,1663501221363;9;1;3;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
603797;237;2;1;2;93,4523916981101;7;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
603823;237;2;1;2;73,2049755152114;2;1;7;3;1;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
603823;237;3;1;3;73,2049755152114;12;1;3;3;5;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;8;2
603825;237;2;1;2;73,1768091859239;3;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
603833;237;1;1;1;79,7054230327025;11;1;2;2;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2
603835;237;2;1;2;90,1613480752138;11;1;7;4;1;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ;3;2
603844;237;1;1;1;102,526000612078;12;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
603848;237;1;1;1;70,106039662462;11;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
603854;237;1;1;1;77,5694033569504;4;1;3;3;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
603858;237;1;1;1;705,647167896947;12;1;3;2;7;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
603862;237;2;1;2;636,524310462245;9;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;1
603877;237;1;1;1;520,076815434928;9;1;7;3;7;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2
603878;237;3;1;3;436,874246711765;3;1;3;2;2;2;1;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
603888;237;1;1;1;709,545012894749;6;1;3;4;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
603905;237;1;1;1;106,055738354175;8;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
603909;237;6;1;6;126,962242129433;6;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;8;2
603910;237;1;1;1;103,163462187947;12;1;7;3;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
603915;237;1;1;1;107,534108640945;4;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
603925;237;2;1;2;83,4979825344465;3;1;7;4;7;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
603939;237;2;1;2;57,3515246085042;10;1;4;4;2;2;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
603946;237;2;1;2;69,7861467752887;10;1;3;3;2;1;1;1;2;2;2;2;2;1;2;2;1;1;1;5;2;5; ;2
603950;237;2;1;2;94,0265277282084;2;1;3;4;5;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
603955;237;1;1;1;88,9425035022613;10;1;7;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
603959;237;2;1;2;87,2666013056721;10;1;7;1;7;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
603959;237;3;1;3;87,2666013056721;11;1;7;1;1;1;2;2;2;2;2;2;2;2;2;2;1;5; ;6; ; ; ;2
603963;237;4;1;4;85,9622964242857;2;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2
603964;237;1;1;1;107,251620923432;6;1;3;2;2;1;2;2;2;2;2;2;2;2;2;1;1;5; ;1; ; ; ;2
603964;237;2;1;2;107,251620923432;12;1;4;4;2;2;2;2;1;2;1;2;2;2;2;1;1;1;1;1;1; ; ;2
603975;237;5;1;5;93,7473048446007;3;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
603992;237;1;1;1;131,946021486129;10;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
604000;237;2;1;2;130,816727069832;10;1;4;3;2;1;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ;10;2
604015;237;2;1;2;93,1789061867845;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;8;1
604019;237;1;1;1;106,094156578571;3;1;4;2;11;1;2;2;2;2;1;2;2;2;2;1;1;1;1;4;1; ; ;2
604020;237;1;1;1;109,018878276979;6;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
604027;237;1;1;1;89,0846554995403;6;1;7;2;8;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1; ; ;2
604033;237;1;1;1;128,320922461377;6;1;4;3;2;1;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;3; ;2
604055;237;1;1;1;93,6211503562531;1;1;4;1;2;2;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2
604076;237;1;1;1;103,520421376158;12;1;4;4;2;1;1;2;2;2;2;1;2;2;2;1;1;3;1;2;1; ; ;2
604086;237;1;1;1;105,302501348406;6;1;4;4;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;7;2
604091;237;3;1;3;105,731232194727;2;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2
604091;237;5;1;5;105,731232194727;11;1;4;4;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;2;2;3; ;2
604105;237;1;1;1;51,4309735879977;6;1;3;2;2;2;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
604105;237;4;1;4;51,4309735879977;11;1;7;3;7;1;2;2;2;2;2;2;2;2;2;2;1;5; ;2; ; ; ;2
604109;237;4;1;4;35,5068653537467;5;1;3;3;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;1; ;2
604112;237;2;1;2;42,6579319672607;6;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
604117;237;2;1;2;66,1165159107213;7;1;3;2;2;2;1;1;2;2;2;2;2;2;2;2;1;5; ;6; ; ; ;2
604119;237;3;1;3;39,6382332908806;6;1;4;4;2;1;2;2;2;2;2;1;2;1;2;2;1;5; ;5; ; ; ;2
604121;237;2;1;2;50,0971330360761;4;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
604122;237;2;1;2;46,2956496261453;10;1;3;3;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
604125;237;2;1;2;48,7827932735097;6;1;4;3;2;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
604126;237;2;1;2;44,3104963334026;3;1;7;4;2;1;2;2;2;2;2;2;2;2;2;2;1;5; ;6; ; ; ;2
604131;237;1;1;1;36,3786387948722;2;1;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
604146;237;1;1;1;699,639485483102;12;1;3;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;1;6;2;3; ;2
604161;237;5;1;5;96,6439956015596;7;1;1;4;1;1;2;2;2;2; ; ; ; ; ;1;1;1;1;1;1; ; ;2
604161;237;6;1;6;96,6439956015596;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ;1;2
604173;237;5;1;5;66,7317816865864;8;1;3;4;4;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2
604208;237;2;1;2;63,778794163645;10;1;7;3;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;8;2
604224;237;1;1;1;77,5575757900268;6;1;9;3;3;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2
604235;237;2;1;2;68,8802629936378;8;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;4; ;1; ; ; ;2
604247;237;2;1;2;83,0749830488988;10;1;4;4;3;1;1;1;2;2;2;2;2;1;2;1;1;2;2;5;2;4; ;2
604253;237;4;1;4;85,9366765257655;2;1;3;2;2;2;1;1;2;2;2;1;2;1;2;1;2; ; ; ; ; ;3;2
604258;237;2;1;2;99,8201105061471;1;1;1;3;5;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
604261;237;2;1;2;99,8201105061471;12;1;3;4;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ; ;2
604262;237;1;1;1;72,1039537992365;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;4; ;5; ; ; ;2
604266;237;1;1;1;74,129144582765;6;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
604270;237;2;1;2;58,1681818425201;4;1;4;1;2;1;1;2;2;2;2;1;2;2;2;2;1;3;1;2;1; ; ;2
604272;237;3;1;3;67,7245739384168;7;1;2;4;8;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
604275;237;1;1;1;63,4561983736583;10;1;4;3;2;2;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
604321;237;1;1;1;79,9709250174937;10;1;7;4;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;5;2;1; ;2
604331;237;2;1;2;60,4242724771164;1;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
604339;237;5;1;5;46,7568813404263;1;1;4;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1; ; ;1
604345;237;1;1;1;55,1029491045672;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
604348;237;1;1;1;70,2062385659598;3;1;4;1;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
604361;237;1;1;1;77,7279463961167;10;1;4;3;3;2;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2
604370;237;2;1;2;57,5458654336775;1;1;8;3;3;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1; ; ;2
604378;237;1;1;1;55,9755509106535;5;2;7;9;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
604382;237;2;1;2;69,6581162728755;11;1;4;4;4;1;1;2;1;2;1;2;2;2;2;2;1;3;1;6;2;2; ;2
604398;237;2;1;2;71,4159017275939;9;1;7;9;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;4;2
604403;237;3;1;3;57,9832086858;4;1;4;4;4;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
604416;237;3;1;3;39,2501720334646;9;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2
604417;237;2;1;2;39,4565388908036;10;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;5;1; ; ;2
604434;237;2;1;2;67,1368430059571;3;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;1
604460;237;3;1;3;665,97955453339;12;1;1;3;5;1;2;2;2;2; ; ; ; ; ;1;1;3;1;2;2;1; ;2
604494;237;3;1;3;333,404816948662;3;1;2;3;2;1;2;2;2;2;1;2;2;2;2;1;1;4; ;4; ; ; ;2
604500;237;1;1;1;241,687683187733;10;1;1;2;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
604520;237;1;1;1;511,479149648604;11;1;3;3;5;1;2;2;2;2;2;2;2;2;2;2;1;4; ;5; ; ; ;2
604531;237;2;1;2;447,823363100707;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2
604571;237;1;1;1;361,782592151202;6;1;4;2;2;2;2;1;2;2;1;2;2;2;2;2;1;1;1;2;1; ; ;2
604599;237;1;1;1;192,728624340961;2;1;7;3;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;1; ; ;2
604599;237;3;1;3;192,728624340961;10;2;4;3;9;1;1;1;2;2;1;2;2;2;2;1;1;2;2;2;1; ; ;2
